transcript_name	Gene_name	RAL-802-Challenged
NM_001014754	CoRest	1.442
NM_001014755	CoRest	1.124
NM_001014756	CoRest	1.411
NM_001031858	Caps	0.197
NM_001031859	Caps	0.214
NM_001031860	Caps	0.135
NM_001031861	tyn	-0.146
NM_001031862	trol	1.235
NM_001031863	trol	1.247
NM_001031864	trol	1.386
NM_001031865	trol	0.760
NM_001031866	trol	1.300
NM_001031867	trol	1.311
NM_001031869	CG15892	2.040
NM_001031877	CG3192	4.424
NM_001031878	Pink1	4.069
NM_001031879	Pink1	4.031
NM_001031880	Pink1	4.074
NM_001031881	Pink1	4.056
NM_001031882	Pink1	4.071
NM_001031883	Pink1	4.067
NM_001031887	CG33691	1.459
NM_001031888	CG33691	2.014
NM_001031889	CG33691	1.492
NM_001031891	Sxl	3.204
NM_001031892	Sxl	2.896
NM_001031893	Sxl	3.817
NM_001031894	Sxl	3.707
NM_001031895	Sxl	3.481
NM_001031897	mei-218	-1.296
NM_001031898	mei-217	-1.296
NM_001031900	Shawn	3.027
NM_001031901	Shawn	1.923
NM_001031902	Shawn	1.952
NM_001031903	Tim9b	1.928
NM_001031904	Tim9b	1.981
NM_001031907	Rpp20	3.785
NM_001031908	CG33932	3.787
NM_001031912	CG33714	4.326
NM_001031913	CG33714	4.276
NM_001031914	CG33713	4.276
NM_001031915	CG33713	4.326
NM_001031916	bbx	4.066
NM_001031917	bbx	3.587
NM_001031918	waw	3.588
NM_001031933	CG33232	6.109
NM_001031938	Pmi	2.347
NM_001031939	Pmi	2.469
NM_001031940	PGRP-LD	2.361
NM_001031941	PGRP-LD	2.469
NM_001031942	PGRP-LD	2.446
NM_001031943	Hsp22	5.323
NM_001031944	Hsp22	4.355
NM_001031945	Hsp67Bb	4.355
NM_001031947	CG33926	5.895
NM_001031964	AlCR2	-0.893
NM_001031967	kug	1.825
NM_001031977	l(3)82Fd	4.851
NM_001031978	l(3)82Fd	5.053
NM_001031980	Ada2b	4.561
NM_001031981	CG33722	2.234
NM_001031982	CG33722	3.256
NM_001031983	CG18749	2.234
NM_001031984	Pif1B	3.395
NM_001031985	Pif1B	3.278
NM_001031986	Pif1A	2.366
NM_001031987	Pif1A	3.278
NM_001031989	CG33936	5.757
NM_001031990	CG33936	5.635
NM_001031991	CG33936	6.428
NM_001031999	hth	0.901
NM_001032004	sea	5.289
NM_001032005	sea	6.043
NM_001032006	sea	5.451
NM_001032007	sea	5.427
NM_001032008	fabp	6.043
NM_001032009	fabp	7.059
NM_001032010	fabp	6.311
NM_001032012	CG10096	3.691
NM_001032015	primo-1	4.604
NM_001032016	primo-1	3.419
NM_001032017	primo-2	3.419
NM_001032019	srp	-0.737
NM_001032020	Prx5	5.083
NM_001032021	gukh	3.133
NM_001032032	how	1.321
NM_001032033	Myo95E	1.196
NM_001032035	Myo95E	1.439
NM_001032036	Myo95E	1.190
NM_001032037	Myo95E	1.430
NM_001032039	CG33095	2.521
NM_001032040	CG11891	8.673
NM_001032044	CG33635	2.775
NM_001032048	GlyP	4.840
NM_001032049	l(2)s5379	6.511
NM_001032050	CG9960	4.021
NM_001032054	Pp2A-29B	5.515
NM_001032055	Pp2A-29B	5.504
NM_001032056	Pp2A-29B	5.513
NM_001032059	mus201	1.910
NM_001032060	mus201	1.850
NM_001032061	mus201	1.868
NM_001032062	CG9515	3.528
NM_001032063	CG9510	4.158
NM_001032065	CG17768	3.085
NM_001032066	LSm-4	3.088
NM_001032073	Nos	0.236
NM_001032076	cana	2.496
NM_001032077	CG33695	1.924
NM_001032078	CG33695	1.753
NM_001032079	CG33695	1.734
NM_001032081	CG33695	1.755
NM_001032091	DNApol-gamma35	3.163
NM_001032092	CG33649	3.165
NM_001032095	Adh	7.551
NM_001032096	Adh	7.241
NM_001032097	Adh	6.540
NM_001032098	Adh	6.597
NM_001032099	Adh	7.532
NM_001032101	Adhr	6.540
NM_001032110	spi	3.613
NM_001032217	Df31	4.441
NM_001032223	CG33914	1.420
NM_001032224	Spn43Ab	3.099
NM_001032225	CG33774	3.931
NM_001032229	lola	3.777
NM_001032231	CG18003	1.350
NM_001032232	CG11919	1.350
NM_001032236	Dyb	1.651
NM_001032237	Dyb	1.712
NM_001032241	CG33671	3.553
NM_001032242	CG33672	3.553
NM_001032244	seq	-0.141
NM_001032246	CG33155	3.389
NM_001032247	CG33155	3.872
NM_001032248	CG33155	3.699
NM_001032249	Zasp52	3.872
NM_001032250	Zasp52	4.726
NM_001032251	CG10731	1.507
NM_001032268	sm	0.345
NM_001032269	sm	0.271
NM_001032270	CG13430	2.127
NM_001032271	CG13430	2.219
NM_001032272	CG33785	2.235
NM_001032273	CG33786	2.235
NM_001032401	cp309	4.487
NM_001032402	cp309	3.440
NM_001032403	Neu3	2.682
NM_001032404	Neu3	2.041
NM_001032405	kay	6.969
NM_001032406	kay	7.651
NM_001032407	kay	7.336
NM_001032408	kay	7.370
NM_001038712	CG33978	-1.205
NM_001038713	RhoGAP102A	-1.318
NM_001038714	PMCA	3.989
NM_001038716	CG17471	4.669
NM_001038717	CG17471	4.662
NM_001038718	Mitf	4.276
NM_001038719	Mitf	3.927
NM_001038721	Dyrk3	3.221
NM_001038723	Dyrk3	3.244
NM_001038725	Dyrk3	3.001
NM_001038726	tyn	-0.140
NM_001038727	CG4293	1.002
NM_001038728	CG4293	1.248
NM_001038729	skpA	5.453
NM_001038731	pck	2.037
NM_001038732	Adar	1.358
NM_001038733	CG32803	1.653
NM_001038736	CG3091	5.056
NM_001038738	z	2.752
NM_001038739	mit(1)15	1.650
NM_001038746	sdt	2.905
NM_001038747	sdt	3.938
NM_001038750	CG34026	7.442
NM_001038752	Yippee	4.448
NM_001038753	CG11103	2.703
NM_001038755	CG14408	2.081
NM_001038756	drd	2.493
NM_001038757	Grip128	-0.071
NM_001038758	disco	-0.749
NM_001038759	CG34015	2.811
NM_001038760	Axs	0.461
NM_001038763	CG8188	3.106
NM_001038765	tgy	4.405
NM_001038766	CG32529	3.052
NM_001038770	Cp110	0.085
NM_001038771	fog	0.840
NM_001038772	CG4822	0.414
NM_001038773	CG4822	0.416
NM_001038774	CG4822	0.528
NM_001038775	CG4822	0.590
NM_001038776	CG3164	6.978
NM_001038778	CG3662	5.259
NM_001038780	capt	7.318
NM_001038781	capt	6.688
NM_001038784	Jon25Bi	8.754
NM_001038785	CG31919	4.832
NM_001038786	CG33995	4.876
NM_001038787	CG33995	4.832
NM_001038788	CG33995	4.852
NM_001038793	CG7224	1.558
NM_001038795	mon2	3.467
NM_001038796	RpS13	8.529
NM_001038802	RpL13	7.966
NM_001038810	porin	6.531
NM_001038811	CG14946	-0.251
NM_001038812	vir-1	2.441
NM_001038814	loqs	1.966
NM_001038817	smi35A	2.457
NM_001038818	smi35A	2.487
NM_001038821	yuri	1.645
NM_001038822	yuri	2.213
NM_001038823	yuri	1.485
NM_001038824	Pax	5.096
NM_001038825	CG10462	3.800
NM_001038826	CG10462	3.716
NM_001038842	CG2201	4.413
NM_001038843	CG2201	4.597
NM_001038847	Gapdh1	6.243
NM_001038849	RanBPM	4.396
NM_001038850	CG9027	2.104
NM_001038852	CG33964	1.414
NM_001038854	NAT1	5.533
NM_001038855	cnn	3.225
NM_001038856	Ih	0.446
NM_001038857	Ih	1.782
NM_001038858	Ih	0.659
NM_001038859	Ih	0.638
NM_001038865	CG33981	3.174
NM_001038866	CG33981	3.110
NM_001038868	CG34005	1.894
NM_001038872	CG34045	1.374
NM_001038874	CG34040	6.607
NM_001038877	CG13516	3.114
NM_001038882	CG4622	2.451
NM_001038884	Atf-2	2.105
NM_001038885	Tina-1	4.530
NM_001038890	CG34056	2.667
NM_001038894	CG33965	1.704
NM_001038895	CG33966	2.993
NM_001038900	CG11583	3.140
NM_001038908	CG33205	4.635
NM_001038909	CG33205	4.417
NM_001038913	CG10973	4.213
NM_001038916	Spt20	1.249
NM_001038917	nuf	3.139
NM_001038918	nuf	3.370
NM_001038919	nuf	3.097
NM_001038920	nuf	2.879
NM_001038921	nuf	3.239
NM_001038922	nuf	2.576
NM_001038923	CG34039	2.281
NM_001038924	Trl	2.291
NM_001038925	Trl	3.425
NM_001038926	Trl	2.674
NM_001038927	CG7255	4.150
NM_001038938	CG33258	5.793
NM_001038944	Deaf1	2.681
NM_001038945	CG33969	2.354
NM_001038946	CG33969	2.293
NM_001038952	Glut4EF	4.332
NM_001038953	GstD1	9.338
NM_001038962	CG33977	4.249
NM_001038966	kibra	2.356
NM_001038968	mtSSB	4.034
NM_001038969	ema	2.754
NM_001038976	hh	4.149
NM_001038977	Saf-B	3.250
NM_001038981	CG33970	3.590
NM_001038982	CG33970	3.408
NM_001038984	CG12877	2.266
NM_001038986	Pglym78	5.559
NM_001038987	Pglym78	5.554
NM_001042788	vnd	3.550
NM_001042789	CG13366	3.067
NM_001042791	CG42259	1.402
NM_001042793	phl	3.149
NM_001042794	sgg	4.077
NM_001042796	rg	1.662
NM_001042797	CG12541	0.598
NM_001042798	sdt	3.950
NM_001042800	CG32699	3.877
NM_001042801	CG34104	3.382
NM_001042802	CG34104	2.918
NM_001042803	Imp	1.077
NM_001042804	Myo10A	-2.094
NM_001042811	Lsd-2	6.018
NM_001042812	Lsd-2	5.846
NM_001042813	shi	4.252
NM_001042814	shi	4.257
NM_001042817	RhoGAP15B	4.986
NM_001042818	baz	3.048
NM_001042822	CG34120	1.563
NM_001042846	CG40486	3.813
NM_001042847	CG40486	4.324
NM_001042851	stnA	-1.788
NM_001042852	stnA	-1.794
NM_001042853	stnB	-1.788
NM_001042854	stnB	-1.794
NM_001042855	FucTC	-0.682
NM_001042856	Rab21	5.177
NM_001042857	Rab21	4.967
NM_001042858	CG13865	4.150
NM_001042859	CG13865	3.536
NM_001042862	CG7337	3.075
NM_001042863	CG7337	3.575
NM_001042864	toc	1.484
NM_001042867	jet	1.820
NM_001042869	CG34125	3.612
NM_001042870	CG34126	2.736
NM_001042873	pgant5	3.297
NM_001042876	homer	2.721
NM_001042877	Mnn1	1.351
NM_001042878	CG13784	3.945
NM_001042879	CG34132	3.835
NM_001042881	CG8486	-0.742
NM_001042884	CG32982	5.573
NM_001042885	CG5850	2.344
NM_001042886	CG34109	0.668
NM_001042888	l(2)06225	6.495
NM_001042889	l(2)06225	5.965
NM_001042891	bru-2	4.807
NM_001042892	bun	4.368
NM_001042893	bun	4.962
NM_001042894	bun	4.129
NM_001042895	CG31731	2.911
NM_001042897	mol	-1.079
NM_001042898	mol	-0.758
NM_001042899	mol	-0.712
NM_001042901	CLIP-190	5.013
NM_001042902	CLIP-190	4.915
NM_001042909	CG31619	-0.575
NM_001042910	step	4.418
NM_001042922	RpL5	9.516
NM_001042923	RpL5	9.595
NM_001042927	CG17490	1.069
NM_001042928	CG17490	1.012
NM_001042929	CG17490	2.309
NM_001042930	CG17490	2.799
NM_001042931	CG17493	3.870
NM_001042932	CG17494	3.236
NM_001042934	CG17494	3.207
NM_001042938	CG40439	5.067
NM_001042939	CG40439	4.965
NM_001042942	CG17715	3.525
NM_001042943	CG17715	2.199
NM_001042944	CG17715	3.584
NM_001042945	CG17715	1.916
NM_001042946	CG17715	3.641
NM_001042947	CG17715	3.594
NM_001042950	lt	3.206
NM_001042951	lt	3.232
NM_001042952	lt	3.225
NM_001042956	cta	2.060
NM_001042959	Spf45	4.475
NM_001042960	Spf45	4.408
NM_001042961	Spf45	4.425
NM_001042962	CG17683	4.640
NM_001042963	CG17683	4.787
NM_001042964	CG17683	4.271
NM_001042965	CG17683	4.656
NM_001042968	CG40127	7.370
NM_001042972	IntS3	3.297
NM_001042973	Gprk1	3.243
NM_001042975	RpL38	8.456
NM_001042977	Stlk	2.382
NM_001042979	p120ctn	3.346
NM_001042981	CG17486	3.964
NM_001042983	CG17883	4.238
NM_001042984	CG17883	4.087
NM_001042986	Nipped-B	2.740
NM_001042987	Nipped-B	2.734
NM_001042989	CG17082	3.912
NM_001042990	CG17082	3.951
NM_001042991	CG17082	4.009
NM_001042992	CG17082	3.958
NM_001042993	CG17082	3.847
NM_001042995	CG12547	3.671
NM_001042997	CG17528	3.301
NM_001042998	CG17528	4.087
NM_001043001	CG14464	4.098
NM_001043005	CG3107	3.426
NM_001043009	l(2)01289	1.740
NM_001043010	l(2)01289	1.729
NM_001043011	Dscam	1.025
NM_001043012	Dscam	1.023
NM_001043013	Dscam	1.038
NM_001043014	Dscam	1.041
NM_001043015	Dscam	1.044
NM_001043016	Dscam	1.023
NM_001043017	Dscam	1.019
NM_001043018	Dscam	1.041
NM_001043019	Dscam	1.028
NM_001043020	Dscam	1.060
NM_001043021	Dscam	1.045
NM_001043022	Dscam	1.045
NM_001043023	Dscam	1.043
NM_001043024	Dscam	1.035
NM_001043025	Dscam	1.020
NM_001043026	Dscam	1.020
NM_001043027	Dscam	1.026
NM_001043028	Dscam	1.064
NM_001043029	Dscam	1.025
NM_001043030	Dscam	1.042
NM_001043032	Dscam	1.045
NM_001043033	Dscam	1.035
NM_001043034	Dscam	1.020
NM_001043035	Dscam	1.020
NM_001043036	Dscam	1.043
NM_001043037	Dscam	1.040
NM_001043038	Dscam	1.017
NM_001043039	Dscam	1.019
NM_001043040	Dscam	1.021
NM_001043041	Dscam	1.028
NM_001043044	Dscam	1.050
NM_001043045	Dscam	1.020
NM_001043047	Dscam	1.048
NM_001043048	Dscam	1.043
NM_001043049	Dscam	1.025
NM_001043050	Dscam	1.023
NM_001043051	Dscam	1.047
NM_001043052	Dscam	1.045
NM_001043053	Dscam	1.025
NM_001043055	Dscam	1.035
NM_001043056	Dscam	1.042
NM_001043057	Dscam	1.060
NM_001043058	Dscam	1.046
NM_001043059	Dscam	1.025
NM_001043060	Dscam	1.027
NM_001043061	Dscam	1.045
NM_001043062	Dscam	1.023
NM_001043063	Dscam	1.040
NM_001043064	Dscam	1.048
NM_001043068	CG8170	1.115
NM_001043069	CG34141	-0.349
NM_001043071	CG9027	4.038
NM_001043076	aPKC	5.356
NM_001043077	aPKC	4.923
NM_001043078	aPKC	5.606
NM_001043079	aPKC	5.445
NM_001043080	aPKC	4.717
NM_001043082	chn	-0.369
NM_001043083	trpm	3.110
NM_001043084	trpm	3.436
NM_001043085	trpm	3.216
NM_001043086	Zasp52	4.690
NM_001043087	mRpL34	2.963
NM_001043088	Spn53F	1.901
NM_001043090	Hsf	3.958
NM_001043091	Hsf	4.048
NM_001043092	Hsf	4.047
NM_001043095	Mctp	1.848
NM_001043097	hrg	3.538
NM_001043098	otp	-0.892
NM_001043100	CG15661	1.207
NM_001043103	yki	4.541
NM_001043106	CG9380	6.020
NM_001043107	Mkp	3.275
NM_001043108	Mkp	3.358
NM_001043109	CG34140	3.277
NM_001043111	klar	4.164
NM_001043112	zormin	1.475
NM_001043113	zormin	1.173
NM_001043114	zormin	1.634
NM_001043116	Eip63E	4.586
NM_001043117	Eip63E	4.540
NM_001043118	Eip63E	4.383
NM_001043119	Eip63E	4.478
NM_001043120	Eip63E	4.370
NM_001043121	Eip63E	3.709
NM_001043122	BG642312	3.003
NM_001043128	Snmp2	1.451
NM_001043129	Ect4	5.452
NM_001043132	CG3689	4.338
NM_001043135	CG5946	4.409
NM_001043136	CG5946	4.601
NM_001043139	caps	4.471
NM_001043140	CG33260	2.218
NM_001043141	CG17839	1.401
NM_001043142	CG7255	4.227
NM_001043143	CG7255	3.809
NM_001043151	CG34116	2.389
NM_001043152	Papss	3.437
NM_001043153	siz	4.485
NM_001043154	mub	2.511
NM_001043156	nrm	0.928
NM_001043167	CG17698	3.329
NM_001043168	CG17698	3.220
NM_001043169	CG17698	3.326
NM_001043175	CG40045	5.754
NM_001043186	mRpS5	4.482
NM_001043187	mRpS5	6.021
NM_001043188	mRpS5	6.038
NM_001043195	CG1103	1.404
NM_001043199	CG34112	3.888
NM_001043211	Cdep	4.370
NM_001043213	l(3)82Fd	4.789
NM_001043214	l(3)82Fd	4.991
NM_001043218	CG42724	2.860
NM_001043219	CG1041	3.129
NM_001043221	mtg	-0.098
NM_001043222	Poxm	3.906
NM_001043223	CG34135	2.147
NM_001043224	CG34135	1.286
NM_001043225	CG34117	3.036
NM_001043226	ps	4.098
NM_001043227	ps	3.986
NM_001043230	ps	4.109
NM_001043232	ps	4.121
NM_001043234	Whamy	6.822
NM_001043235	CG12814	2.035
NM_001043241	CG42327	3.789
NM_001043243	l(3)neo38	1.392
NM_001043244	l(3)neo38	0.857
NM_001043247	tefu	-1.060
NM_001043250	Mhcl	2.239
NM_001043251	Mhcl	2.070
NM_001043252	CG10405	3.346
NM_001043255	Dhfr	2.796
NM_001043256	Dys	2.760
NM_001043257	Dys	2.230
NM_001043258	Dys	2.046
NM_001043259	Dys	2.370
NM_001043260	Dys	2.771
NM_001043261	Dys	2.326
NM_001043262	Dys	3.173
NM_001043263	Dys	2.081
NM_001043268	GluRIIE	-0.814
NM_001043269	CG17271	3.758
NM_001043271	SNF4Agamma	5.519
NM_001043272	SNF4Agamma	5.153
NM_001043273	SNF4Agamma	4.925
NM_001043274	SNF4Agamma	5.363
NM_001043275	CG7956	2.396
NM_001043277	SKIP	-2.049
NM_001043279	muted	4.612
NM_001043281	wge	2.719
NM_001043286	crb	2.802
NM_001043287	CG13624	4.490
NM_001043288	CG13624	4.439
NM_001043289	mld	-0.037
NM_001043290	mld	-0.042
NM_001043291	CG34150	2.464
NM_001043296	scrib	4.914
NM_001043298	Doa	3.601
NM_001043299	Doa	4.650
NM_001043300	Doa	4.469
NM_001043301	Cnx99A	4.340
NM_001043302	Cnx99A	4.336
NM_001043307	CG34133	3.374
NM_001043308	CG34133	3.399
NM_001043309	CG42558	3.211
NM_001103379	CG32000	3.791
NM_001103382	eIF4G	4.643
NM_001103385	RhoGAP1A	4.245
NM_001103386	RhoGAP1A	4.248
NM_001103389	fz3	0.935
NM_001103392	CG3655	2.830
NM_001103394	futsch	-1.236
NM_001103398	boi	-2.074
NM_001103399	trol	1.236
NM_001103400	sgg	3.939
NM_001103403	tlk	2.537
NM_001103407	ec	-2.150
NM_001103410	CG4068	1.355
NM_001103411	CG4068	1.286
NM_001103412	CG4068	1.325
NM_001103413	Rnp4F	2.797
NM_001103414	Rnp4F	2.891
NM_001103419	Ca-alpha1T	-1.681
NM_001103422	CG34417	4.425
NM_001103423	CG34417	3.450
NM_001103425	CG34417	3.462
NM_001103426	CG34417	2.741
NM_001103427	pod1	4.175
NM_001103435	Trf2	0.645
NM_001103436	CG1440	4.149
NM_001103437	CG1440	4.115
NM_001103438	CG33181	4.745
NM_001103440	CG33181	4.389
NM_001103441	CG33181	4.333
NM_001103442	CG33181	4.426
NM_001103443	Trf4-1	2.059
NM_001103444	Trf4-1	1.293
NM_001103448	AP-1gamma	4.599
NM_001103451	CG34449	3.154
NM_001103452	CG34449	3.256
NM_001103454	Megalin	-0.606
NM_001103456	Megalin	-1.249
NM_001103466	CG15309	0.971
NM_001103468	CG34408	2.344
NM_001103471	spri	0.937
NM_001103474	spri	1.260
NM_001103475	CG15211	7.538
NM_001103476	CG15211	7.561
NM_001103477	CG15211	7.495
NM_001103480	Kap3	2.173
NM_001103481	Kap3	2.192
NM_001103482	Kap3	2.174
NM_001103483	Kap3	2.199
NM_001103484	CG34348	2.857
NM_001103485	dlg1	2.280
NM_001103486	dlg1	2.145
NM_001103493	Sec16	2.522
NM_001103494	Sec16	1.772
NM_001103496	CG34411	-0.210
NM_001103497	sno	1.517
NM_001103498	sno	1.399
NM_001103499	IP3K2	2.197
NM_001103502	CG34324	10.721
NM_001103503	Tango13	1.542
NM_001103504	NFAT	1.156
NM_001103507	CG10990	3.788
NM_001103510	l(1)G0469	3.708
NM_001103513	rab3-GEF	-1.793
NM_001103517	CG17209	3.772
NM_001103518	CG32581	2.721
NM_001103519	sd	4.220
NM_001103520	sd	4.256
NM_001103521	sd	4.382
NM_001103522	sd	4.291
NM_001103523	Chc	6.112
NM_001103524	Chc	6.137
NM_001103526	CG3632	3.954
NM_001103527	CG3632	3.920
NM_001103528	CG3632	3.921
NM_001103529	CG3632	3.912
NM_001103530	CG9915	3.164
NM_001103531	Arp14D	6.240
NM_001103532	Nup153	2.791
NM_001103533	CG34325	4.497
NM_001103534	CG4829	2.218
NM_001103535	CG4829	2.250
NM_001103536	CG13004	1.023
NM_001103538	CG8949	3.349
NM_001103539	Arpc3B	6.613
NM_001103542	CG42684	2.189
NM_001103544	upd3	5.266
NM_001103546	CrebB-17A	4.575
NM_001103547	CrebB-17A	3.909
NM_001103548	CrebB-17A	3.913
NM_001103557	CG7378	3.150
NM_001103558	CG34329	6.630
NM_001103559	CG34330	6.828
NM_001103560	vav	2.570
NM_001103570	Ntf-2	3.424
NM_001103571	l(1)G0196	2.816
NM_001103576	CG3625	4.365
NM_001103577	Ets21C	5.084
NM_001103580	CG7337	3.455
NM_001103581	CG7337	3.618
NM_001103582	CG4238	0.905
NM_001103583	CG4238	0.855
NM_001103587	CG34174	2.096
NM_001103588	CG15387	2.961
NM_001103594	toc	2.087
NM_001103598	CG34394	5.288
NM_001103599	CG34394	5.410
NM_001103601	CG34394	5.313
NM_001103604	CG12795	3.147
NM_001103606	CG34176	8.070
NM_001103607	CG3714	3.287
NM_001103608	Atet	1.531
NM_001103609	Atet	1.729
