transcript_name	Gene_name	RAL-208-Unchallenged
NM_001014644	CG7956	1.308
NM_001014646	CG33111	2.742
NM_001014647	jar	4.723
NM_001014648	jar	4.786
NM_001014649	jar	4.689
NM_001014650	jar	4.674
NM_001014651	slo	2.325
NM_001014652	slo	2.317
NM_001014653	slo	2.356
NM_001014654	slo	2.408
NM_001014655	slo	2.384
NM_001014656	slo	2.415
NM_001014657	slo	2.419
NM_001014658	slo	2.450
NM_001014659	slo	2.406
NM_001014660	slo	2.363
NM_001014661	slo	2.344
NM_001014662	slo	2.472
NM_001014663	slo	2.389
NM_001014664	slo	2.389
NM_001014665	Ssadh	6.458
NM_001014666	Ssadh	6.474
NM_001014667	Ssadh	6.464
NM_001014668	Nf1	0.035
NM_001014669	scrib	3.796
NM_001014670	scrib	3.796
NM_001014671	Rb97D	2.414
NM_001014672	Rb97D	2.331
NM_001014673	Rb97D	2.404
NM_001014674	Rb97D	2.382
NM_001014675	Rb97D	2.382
NM_001014676	Rb97D	2.423
NM_001014677	Rb97D	2.370
NM_001014678	Doa	3.487
NM_001014679	Doa	3.497
NM_001014680	Doa	3.910
NM_001014681	Doa	2.590
NM_001014682	Doa	4.024
NM_001014684	Mgat2	0.970
NM_001014685	pan	1.132
NM_001014687	PMCA	4.691
NM_001014688	PMCA	4.725
NM_001014689	PMCA	4.812
NM_001014691	gw	4.472
NM_001014696	CaMKII	3.000
NM_001014702	CG33521	2.757
NM_001014703	CG33521	2.948
NM_001014705	CG33521	2.893
NM_001014707	ewg	1.648
NM_001014708	ewg	1.666
NM_001014709	ewg	1.453
NM_001014710	ewg	1.438
NM_001014711	ewg	1.469
NM_001014712	ewg	1.563
NM_001014720	norpA	0.866
NM_001014721	norpA	1.469
NM_001014722	peb	3.527
NM_001014723	Proc-R	0.823
NM_001014724	Proc-R	0.965
NM_001014725	Act5C	9.070
NM_001014726	Act5C	8.852
NM_001014728	l(1)G0232	2.083
NM_001014729	l(1)G0232	3.021
NM_001014731	CkIIbeta	4.911
NM_001014736	HDAC4	1.703
NM_001014737	up	6.833
NM_001014738	up	6.856
NM_001014739	up	6.899
NM_001014740	rdgB	1.208
NM_001014741	rdgB	1.910
NM_001014742	Top1	3.483
NM_001014745	Ac13E	1.763
NM_001014746	CG32576	3.753
NM_001014747	nonA	2.598
NM_001014750	mnb	1.383
NM_001014752	CoRest	3.119
NM_001014753	CoRest	3.094
NM_001014754	CoRest	2.046
NM_001014755	CoRest	1.689
NM_001014756	CoRest	2.049
NM_001031858	Caps	0.583
NM_001031859	Caps	0.591
NM_001031860	Caps	0.488
NM_001031861	tyn	-1.326
NM_001031862	trol	1.874
NM_001031863	trol	1.882
NM_001031864	trol	2.053
NM_001031865	trol	1.521
NM_001031866	trol	1.972
NM_001031867	trol	2.004
NM_001031869	CG15892	2.656
NM_001031877	CG3192	5.096
NM_001031878	Pink1	5.108
NM_001031879	Pink1	5.066
NM_001031880	Pink1	5.127
NM_001031881	Pink1	5.097
NM_001031882	Pink1	5.104
NM_001031883	Pink1	5.118
NM_001031887	CG33691	1.381
NM_001031888	CG33691	1.780
NM_001031889	CG33691	1.444
NM_001031891	Sxl	3.376
NM_001031892	Sxl	2.762
NM_001031893	Sxl	3.985
NM_001031894	Sxl	3.590
NM_001031895	Sxl	3.355
NM_001031897	mei-218	-0.755
NM_001031898	mei-217	-0.755
NM_001031900	Shawn	3.133
NM_001031901	Shawn	2.003
NM_001031902	Shawn	2.035
NM_001031903	Tim9b	2.789
NM_001031904	Tim9b	2.721
NM_001031907	Rpp20	3.957
NM_001031908	CG33932	3.957
NM_001031912	CG33714	4.860
NM_001031913	CG33714	4.798
NM_001031914	CG33713	4.798
NM_001031915	CG33713	4.860
NM_001031916	bbx	3.570
NM_001031917	bbx	3.153
NM_001031918	waw	3.154
NM_001031933	CG33232	4.071
NM_001031938	Pmi	2.604
NM_001031939	Pmi	2.914
NM_001031940	PGRP-LD	2.626
NM_001031941	PGRP-LD	2.914
NM_001031942	PGRP-LD	2.861
NM_001031943	Hsp22	2.763
NM_001031944	Hsp22	1.928
NM_001031945	Hsp67Bb	1.928
NM_001031947	CG33926	5.746
NM_001031964	AlCR2	-0.647
NM_001031967	kug	0.746
NM_001031977	l(3)82Fd	5.079
NM_001031978	l(3)82Fd	5.213
NM_001031980	Ada2b	2.150
NM_001031981	CG33722	2.328
NM_001031982	CG33722	3.306
NM_001031983	CG18749	2.328
NM_001031984	Pif1B	4.238
NM_001031985	Pif1B	4.180
NM_001031986	Pif1A	3.423
NM_001031987	Pif1A	4.180
NM_001031989	CG33936	5.160
NM_001031990	CG33936	5.059
NM_001031991	CG33936	5.837
NM_001031999	hth	0.903
NM_001032004	sea	6.119
NM_001032005	sea	7.570
NM_001032006	sea	6.286
NM_001032007	sea	6.258
NM_001032008	fabp	7.570
NM_001032009	fabp	9.094
NM_001032010	fabp	8.309
NM_001032012	CG10096	4.297
NM_001032015	primo-1	5.026
NM_001032016	primo-1	3.842
NM_001032017	primo-2	3.842
NM_001032019	srp	0.461
NM_001032020	Prx5	5.643
NM_001032021	gukh	2.014
NM_001032032	how	1.836
NM_001032033	Myo95E	1.256
NM_001032035	Myo95E	1.895
NM_001032036	Myo95E	1.251
NM_001032037	Myo95E	1.878
NM_001032039	CG33095	2.581
NM_001032040	CG11891	7.496
NM_001032044	CG33635	2.509
NM_001032048	GlyP	5.455
NM_001032049	l(2)s5379	5.707
NM_001032050	CG9960	3.714
NM_001032054	Pp2A-29B	5.673
NM_001032055	Pp2A-29B	5.659
NM_001032056	Pp2A-29B	5.687
NM_001032059	mus201	0.255
NM_001032060	mus201	0.861
NM_001032061	mus201	0.223
NM_001032062	CG9515	4.835
NM_001032063	CG9510	5.521
NM_001032065	CG17768	2.826
NM_001032066	LSm-4	2.829
NM_001032073	Nos	-0.088
NM_001032076	cana	3.036
NM_001032077	CG33695	1.137
NM_001032078	CG33695	0.829
NM_001032079	CG33695	0.855
NM_001032081	CG33695	0.924
NM_001032091	DNApol-gamma35	2.911
NM_001032092	CG33649	2.923
NM_001032095	Adh	8.704
NM_001032096	Adh	8.366
NM_001032097	Adh	7.662
NM_001032098	Adh	7.748
NM_001032099	Adh	8.655
NM_001032101	Adhr	7.662
NM_001032110	spi	3.403
NM_001032217	Df31	4.449
NM_001032223	CG33914	-1.859
NM_001032224	Spn43Ab	3.984
NM_001032225	CG33774	4.198
NM_001032229	lola	3.340
NM_001032231	CG18003	2.017
NM_001032232	CG11919	2.017
NM_001032236	Dyb	2.332
NM_001032237	Dyb	2.397
NM_001032241	CG33671	3.568
NM_001032242	CG33672	3.568
NM_001032244	seq	1.831
NM_001032246	CG33155	4.022
NM_001032247	CG33155	4.572
NM_001032248	CG33155	4.388
NM_001032249	Zasp52	2.820
NM_001032250	Zasp52	3.778
NM_001032251	CG10731	1.545
NM_001032268	sm	0.605
NM_001032269	sm	0.396
NM_001032270	CG13430	1.236
NM_001032271	CG13430	1.368
NM_001032272	CG33785	3.395
NM_001032273	CG33786	3.395
NM_001032401	cp309	1.757
NM_001032402	cp309	0.899
NM_001032403	Neu3	2.588
NM_001032404	Neu3	2.052
NM_001032405	kay	3.602
NM_001032406	kay	4.087
NM_001032407	kay	3.963
NM_001032408	kay	3.871
NM_001038712	CG33978	-0.634
NM_001038713	RhoGAP102A	-0.563
NM_001038714	PMCA	4.760
NM_001038716	CG17471	4.580
NM_001038717	CG17471	4.578
NM_001038718	Mitf	4.439
NM_001038719	Mitf	4.071
NM_001038721	Dyrk3	3.083
NM_001038723	Dyrk3	3.130
NM_001038725	Dyrk3	2.894
NM_001038726	tyn	-1.338
NM_001038727	CG4293	1.392
NM_001038728	CG4293	1.690
NM_001038729	skpA	5.708
NM_001038731	pck	2.251
NM_001038732	Adar	2.032
NM_001038733	CG32803	2.067
NM_001038736	CG3091	6.040
NM_001038738	z	1.850
NM_001038739	mit(1)15	2.549
NM_001038746	sdt	0.659
NM_001038747	sdt	1.595
NM_001038750	CG34026	7.596
NM_001038752	Yippee	4.360
NM_001038753	CG11103	2.729
NM_001038755	CG14408	1.273
NM_001038756	drd	3.660
NM_001038757	Grip128	0.572
NM_001038758	disco	-0.318
NM_001038759	CG34015	3.595
NM_001038760	Axs	0.775
NM_001038763	CG8188	2.959
NM_001038765	tgy	3.621
NM_001038766	CG32529	1.567
NM_001038770	Cp110	0.193
NM_001038771	fog	1.255
NM_001038772	CG4822	1.722
NM_001038773	CG4822	1.692
NM_001038774	CG4822	1.820
NM_001038775	CG4822	1.876
NM_001038776	CG3164	6.860
NM_001038778	CG3662	6.697
NM_001038780	capt	5.814
NM_001038781	capt	5.163
NM_001038784	Jon25Bi	11.315
NM_001038785	CG31919	5.141
NM_001038786	CG33995	5.183
NM_001038787	CG33995	5.141
NM_001038788	CG33995	5.159
NM_001038793	CG7224	1.920
NM_001038795	mon2	3.414
NM_001038796	RpS13	10.012
NM_001038802	RpL13	9.341
NM_001038810	porin	6.494
NM_001038811	CG14946	0.591
NM_001038812	vir-1	2.721
NM_001038814	loqs	2.648
NM_001038817	smi35A	1.600
NM_001038818	smi35A	1.674
NM_001038821	yuri	1.011
NM_001038822	yuri	1.671
NM_001038823	yuri	1.141
NM_001038824	Pax	4.387
NM_001038825	CG10462	3.312
NM_001038826	CG10462	3.230
NM_001038842	CG2201	3.370
NM_001038843	CG2201	3.649
NM_001038847	Gapdh1	6.771
NM_001038849	RanBPM	4.037
NM_001038850	CG9027	3.021
NM_001038852	CG33964	3.881
NM_001038854	NAT1	5.131
NM_001038855	cnn	0.471
NM_001038856	Ih	0.859
NM_001038857	Ih	2.215
NM_001038858	Ih	1.117
NM_001038859	Ih	1.105
NM_001038865	CG33981	2.814
NM_001038866	CG33981	2.631
NM_001038868	CG34005	1.623
NM_001038872	CG34045	1.713
NM_001038874	CG34040	9.367
NM_001038877	CG13516	2.068
NM_001038882	CG4622	1.457
NM_001038884	Atf-2	1.857
NM_001038885	Tina-1	5.720
NM_001038890	CG34056	1.003
NM_001038894	CG33965	5.394
NM_001038895	CG33966	6.375
NM_001038900	CG11583	3.455
NM_001038908	CG33205	5.044
NM_001038909	CG33205	4.845
NM_001038913	CG10973	3.740
NM_001038916	Spt20	0.114
NM_001038917	nuf	3.181
NM_001038918	nuf	3.373
NM_001038919	nuf	3.122
NM_001038920	nuf	2.893
NM_001038921	nuf	3.282
NM_001038922	nuf	2.519
NM_001038923	CG34039	2.712
NM_001038924	Trl	2.448
NM_001038925	Trl	3.556
NM_001038926	Trl	3.009
NM_001038927	CG7255	3.045
NM_001038938	CG33258	5.614
NM_001038944	Deaf1	2.372
NM_001038945	CG33969	2.906
NM_001038946	CG33969	2.808
NM_001038952	Glut4EF	1.335
NM_001038953	GstD1	9.632
NM_001038962	CG33977	4.380
NM_001038966	kibra	1.427
NM_001038968	mtSSB	4.086
NM_001038969	ema	2.757
NM_001038976	hh	1.344
NM_001038977	Saf-B	3.597
NM_001038981	CG33970	4.252
NM_001038982	CG33970	4.203
NM_001038984	CG12877	1.791
NM_001038986	Pglym78	6.713
NM_001038987	Pglym78	6.700
NM_001042788	vnd	4.833
NM_001042789	CG13366	2.850
NM_001042791	CG42259	2.155
NM_001042793	phl	2.236
NM_001042794	sgg	3.738
NM_001042796	rg	1.656
NM_001042797	CG12541	-1.691
NM_001042798	sdt	1.701
NM_001042800	CG32699	3.363
NM_001042801	CG34104	-0.887
NM_001042802	CG34104	-1.250
NM_001042803	Imp	0.277
NM_001042804	Myo10A	-0.640
NM_001042811	Lsd-2	6.401
NM_001042812	Lsd-2	6.232
NM_001042813	shi	3.423
NM_001042814	shi	3.428
NM_001042817	RhoGAP15B	2.635
NM_001042818	baz	0.609
NM_001042822	CG34120	3.927
NM_001042846	CG40486	1.632
NM_001042847	CG40486	2.121
NM_001042851	stnA	-2.415
NM_001042852	stnA	-2.414
NM_001042853	stnB	-2.392
NM_001042854	stnB	-2.414
NM_001042855	FucTC	1.732
NM_001042856	Rab21	3.537
NM_001042857	Rab21	3.287
NM_001042858	CG13865	4.349
NM_001042859	CG13865	3.737
NM_001042862	CG7337	2.602
NM_001042863	CG7337	3.091
NM_001042864	toc	1.524
NM_001042867	jet	2.438
NM_001042869	CG34125	2.817
NM_001042870	CG34126	2.081
NM_001042873	pgant5	3.020
NM_001042876	homer	2.667
NM_001042877	Mnn1	1.554
NM_001042878	CG13784	4.013
NM_001042879	CG34132	3.830
NM_001042881	CG8486	-0.345
NM_001042884	CG32982	1.555
NM_001042885	CG5850	2.651
NM_001042886	CG34109	1.995
NM_001042888	l(2)06225	7.036
NM_001042889	l(2)06225	6.501
NM_001042891	bru-2	4.113
NM_001042892	bun	4.620
NM_001042893	bun	5.538
NM_001042894	bun	4.373
NM_001042895	CG31731	3.185
NM_001042897	mol	-0.206
NM_001042898	mol	0.075
NM_001042899	mol	0.140
NM_001042901	CLIP-190	5.009
NM_001042902	CLIP-190	4.959
NM_001042909	CG31619	-0.524
NM_001042910	step	2.477
NM_001042922	RpL5	10.784
NM_001042923	RpL5	10.871
NM_001042927	CG17490	0.164
NM_001042928	CG17490	0.107
NM_001042929	CG17490	1.892
NM_001042930	CG17490	2.151
NM_001042931	CG17493	4.759
NM_001042932	CG17494	3.518
NM_001042934	CG17494	3.493
NM_001042938	CG40439	4.574
NM_001042939	CG40439	4.487
NM_001042942	CG17715	3.435
NM_001042943	CG17715	2.208
NM_001042944	CG17715	3.517
NM_001042945	CG17715	2.000
NM_001042946	CG17715	3.710
NM_001042947	CG17715	3.592
NM_001042950	lt	3.498
NM_001042951	lt	3.547
NM_001042952	lt	3.547
NM_001042956	cta	2.271
NM_001042959	Spf45	3.852
NM_001042960	Spf45	3.781
NM_001042961	Spf45	3.797
NM_001042962	CG17683	4.921
NM_001042963	CG17683	5.046
NM_001042964	CG17683	4.548
NM_001042965	CG17683	4.923
NM_001042968	CG40127	8.036
NM_001042972	IntS3	3.211
NM_001042973	Gprk1	2.836
NM_001042975	RpL38	9.918
NM_001042977	Stlk	3.089
NM_001042979	p120ctn	3.247
NM_001042981	CG17486	3.815
NM_001042983	CG17883	4.512
NM_001042984	CG17883	4.376
NM_001042986	Nipped-B	2.648
NM_001042987	Nipped-B	2.641
NM_001042989	CG17082	3.898
NM_001042990	CG17082	3.926
NM_001042991	CG17082	3.984
NM_001042992	CG17082	3.933
NM_001042993	CG17082	3.805
NM_001042995	CG12547	3.693
NM_001042997	CG17528	2.634
NM_001042998	CG17528	3.432
NM_001043001	CG14464	4.388
NM_001043005	CG3107	4.256
NM_001043009	l(2)01289	2.230
NM_001043010	l(2)01289	2.191
NM_001043011	Dscam	0.435
NM_001043012	Dscam	0.430
NM_001043013	Dscam	0.420
NM_001043014	Dscam	0.456
NM_001043015	Dscam	0.458
NM_001043016	Dscam	0.434
NM_001043017	Dscam	0.418
NM_001043018	Dscam	0.452
NM_001043019	Dscam	0.425
NM_001043020	Dscam	0.454
NM_001043021	Dscam	0.455
NM_001043022	Dscam	0.462
NM_001043023	Dscam	0.450
NM_001043024	Dscam	0.420
NM_001043025	Dscam	0.424
NM_001043026	Dscam	0.424
NM_001043027	Dscam	0.418
NM_001043028	Dscam	0.468
NM_001043029	Dscam	0.423
NM_001043030	Dscam	0.430
NM_001043032	Dscam	0.462
NM_001043033	Dscam	0.447
NM_001043034	Dscam	0.424
NM_001043035	Dscam	0.426
NM_001043036	Dscam	0.452
NM_001043037	Dscam	0.455
NM_001043038	Dscam	0.420
NM_001043039	Dscam	0.414
NM_001043040	Dscam	0.420
NM_001043041	Dscam	0.441
NM_001043044	Dscam	0.459
NM_001043045	Dscam	0.416
NM_001043047	Dscam	0.452
NM_001043048	Dscam	0.463
NM_001043049	Dscam	0.430
NM_001043050	Dscam	0.423
NM_001043051	Dscam	0.466
NM_001043052	Dscam	0.452
NM_001043053	Dscam	0.436
NM_001043055	Dscam	0.444
NM_001043056	Dscam	0.458
NM_001043057	Dscam	0.452
NM_001043058	Dscam	0.456
NM_001043059	Dscam	0.426
NM_001043060	Dscam	0.423
NM_001043061	Dscam	0.472
NM_001043062	Dscam	0.430
NM_001043063	Dscam	0.452
NM_001043064	Dscam	0.470
NM_001043068	CG8170	2.111
NM_001043069	CG34141	-1.242
NM_001043071	CG9027	5.016
NM_001043076	aPKC	3.535
NM_001043077	aPKC	3.048
NM_001043078	aPKC	3.663
NM_001043079	aPKC	3.499
NM_001043080	aPKC	2.908
NM_001043082	chn	-1.137
NM_001043083	trpm	2.724
NM_001043084	trpm	3.037
NM_001043085	trpm	2.832
NM_001043086	Zasp52	3.636
NM_001043087	mRpL34	3.252
NM_001043088	Spn53F	1.798
NM_001043090	Hsf	2.950
NM_001043091	Hsf	3.050
NM_001043092	Hsf	3.011
NM_001043095	Mctp	1.990
NM_001043097	hrg	3.458
NM_001043098	otp	0.361
NM_001043100	CG15661	2.475
NM_001043103	yki	4.052
NM_001043106	CG9380	6.166
NM_001043107	Mkp	3.726
NM_001043108	Mkp	3.774
NM_001043109	CG34140	3.728
NM_001043111	klar	4.292
NM_001043112	zormin	2.238
NM_001043113	zormin	1.984
NM_001043114	zormin	2.390
NM_001043116	Eip63E	2.476
NM_001043117	Eip63E	2.574
NM_001043118	Eip63E	2.427
NM_001043119	Eip63E	2.510
NM_001043120	Eip63E	2.418
NM_001043121	Eip63E	1.673
NM_001043122	BG642312	1.875
NM_001043128	Snmp2	3.230
NM_001043129	Ect4	5.129
NM_001043132	CG3689	3.971
NM_001043135	CG5946	4.892
NM_001043136	CG5946	5.086
NM_001043139	caps	3.134
NM_001043140	CG33260	0.980
NM_001043141	CG17839	2.464
NM_001043142	CG7255	3.164
NM_001043143	CG7255	2.616
NM_001043151	CG34116	1.613
NM_001043152	Papss	2.588
NM_001043153	siz	3.132
NM_001043154	mub	2.386
NM_001043156	nrm	1.486
NM_001043167	CG17698	1.224
NM_001043168	CG17698	1.133
NM_001043169	CG17698	1.221
NM_001043175	CG40045	5.806
NM_001043186	mRpS5	4.078
NM_001043187	mRpS5	5.351
NM_001043188	mRpS5	5.371
NM_001043195	CG1103	1.952
NM_001043199	CG34112	4.077
NM_001043211	Cdep	4.308
NM_001043213	l(3)82Fd	5.018
NM_001043214	l(3)82Fd	5.154
NM_001043218	CG42724	2.421
NM_001043219	CG1041	4.187
NM_001043221	mtg	0.313
NM_001043222	Poxm	6.869
NM_001043223	CG34135	1.518
NM_001043224	CG34135	0.865
NM_001043225	CG34117	3.821
NM_001043226	ps	4.057
NM_001043227	ps	3.857
NM_001043230	ps	3.977
NM_001043232	ps	4.059
NM_001043234	Whamy	4.634
NM_001043235	CG12814	2.661
NM_001043241	CG42327	2.610
NM_001043243	l(3)neo38	1.897
NM_001043244	l(3)neo38	1.361
NM_001043247	tefu	-0.496
NM_001043250	Mhcl	1.816
NM_001043251	Mhcl	1.753
NM_001043252	CG10405	2.990
NM_001043255	Dhfr	3.588
NM_001043256	Dys	2.777
NM_001043257	Dys	2.242
NM_001043258	Dys	2.055
NM_001043259	Dys	2.369
NM_001043260	Dys	2.815
NM_001043261	Dys	2.328
NM_001043262	Dys	3.245
NM_001043263	Dys	2.083
NM_001043268	GluRIIE	0.141
NM_001043269	CG17271	5.774
NM_001043271	SNF4Agamma	5.256
NM_001043272	SNF4Agamma	4.917
NM_001043273	SNF4Agamma	4.687
NM_001043274	SNF4Agamma	5.101
NM_001043275	CG7956	1.344
NM_001043277	SKIP	-1.996
NM_001043279	muted	4.769
NM_001043281	wge	2.298
NM_001043286	crb	2.173
NM_001043287	CG13624	2.315
NM_001043288	CG13624	2.258
NM_001043289	mld	0.379
NM_001043290	mld	0.391
NM_001043291	CG34150	3.410
NM_001043296	scrib	3.619
NM_001043298	Doa	2.929
NM_001043299	Doa	3.897
NM_001043300	Doa	3.668
NM_001043301	Cnx99A	5.760
NM_001043302	Cnx99A	5.746
NM_001043307	CG34133	2.342
NM_001043308	CG34133	2.347
NM_001043309	CG42558	4.349
NM_001103379	CG32000	4.162
NM_001103382	eIF4G	5.224
NM_001103385	RhoGAP1A	4.715
NM_001103386	RhoGAP1A	4.730
NM_001103389	fz3	2.308
NM_001103392	CG3655	1.831
NM_001103394	futsch	-5.222
NM_001103398	boi	-0.240
NM_001103399	trol	1.873
NM_001103400	sgg	3.561
NM_001103403	tlk	1.663
NM_001103407	ec	-1.066
NM_001103410	CG4068	0.531
NM_001103411	CG4068	0.451
NM_001103412	CG4068	0.494
NM_001103413	Rnp4F	2.762
NM_001103414	Rnp4F	2.870
NM_001103419	Ca-alpha1T	-0.607
NM_001103422	CG34417	3.792
NM_001103423	CG34417	3.236
NM_001103425	CG34417	3.246
NM_001103426	CG34417	2.483
NM_001103427	pod1	2.110
NM_001103435	Trf2	-0.069
NM_001103436	CG1440	4.195
NM_001103437	CG1440	4.165
NM_001103438	CG33181	5.718
NM_001103440	CG33181	5.492
NM_001103441	CG33181	5.306
NM_001103442	CG33181	5.360
NM_001103443	Trf4-1	2.117
NM_001103444	Trf4-1	1.319
NM_001103448	AP-1gamma	4.123
NM_001103451	CG34449	1.572
NM_001103452	CG34449	1.787
NM_001103454	Megalin	-0.265
NM_001103456	Megalin	-0.607
NM_001103466	CG15309	2.918
NM_001103468	CG34408	2.611
NM_001103471	spri	-0.175
NM_001103474	spri	-0.281
NM_001103475	CG15211	5.416
NM_001103476	CG15211	5.450
NM_001103477	CG15211	5.373
NM_001103480	Kap3	1.142
NM_001103481	Kap3	1.158
NM_001103482	Kap3	1.138
NM_001103483	Kap3	1.152
NM_001103484	CG34348	2.763
NM_001103485	dlg1	2.036
NM_001103486	dlg1	1.914
NM_001103493	Sec16	3.356
NM_001103494	Sec16	2.669
NM_001103496	CG34411	-0.289
NM_001103497	sno	1.162
NM_001103498	sno	1.041
NM_001103499	IP3K2	2.756
NM_001103502	CG34324	10.925
NM_001103503	Tango13	1.800
NM_001103504	NFAT	1.192
NM_001103507	CG10990	5.061
NM_001103510	l(1)G0469	2.693
NM_001103513	rab3-GEF	0.491
NM_001103517	CG17209	2.687
NM_001103518	CG32581	3.592
NM_001103519	sd	3.216
NM_001103520	sd	3.318
NM_001103521	sd	3.426
NM_001103522	sd	3.345
NM_001103523	Chc	5.148
NM_001103524	Chc	5.173
NM_001103526	CG3632	3.281
NM_001103527	CG3632	3.248
NM_001103528	CG3632	3.243
NM_001103529	CG3632	3.239
NM_001103530	CG9915	3.222
NM_001103531	Arp14D	5.169
NM_001103532	Nup153	2.262
NM_001103533	CG34325	4.360
NM_001103534	CG4829	1.780
NM_001103535	CG4829	1.785
NM_001103536	CG13004	2.748
NM_001103538	CG8949	2.214
NM_001103539	Arpc3B	5.147
NM_001103542	CG42684	2.084
NM_001103544	upd3	-2.252
NM_001103546	CrebB-17A	2.959
NM_001103547	CrebB-17A	2.242
NM_001103548	CrebB-17A	2.208
NM_001103557	CG7378	3.079
NM_001103558	CG34329	8.817
NM_001103559	CG34330	9.311
NM_001103560	vav	2.048
NM_001103570	Ntf-2	3.261
NM_001103571	l(1)G0196	3.808
NM_001103576	CG3625	6.044
NM_001103577	Ets21C	-1.572
NM_001103580	CG7337	2.991
NM_001103581	CG7337	3.100
NM_001103582	CG4238	0.977
NM_001103583	CG4238	1.006
NM_001103587	CG34174	1.665
NM_001103588	CG15387	2.034
NM_001103594	toc	2.183
NM_001103598	CG34394	3.012
NM_001103599	CG34394	3.117
NM_001103601	CG34394	3.025
NM_001103604	CG12795	3.252
NM_001103606	CG34176	7.880
NM_001103607	CG3714	3.641
NM_001103608	Atet	1.517
NM_001103609	Atet	1.670
