transcript_name	Gene_name	RAL-486-Challenged
NM_001038755	CG14408	1.595
NM_001038756	drd	2.515
NM_001038757	Grip128	0.063
NM_001038758	disco	-0.390
NM_001038759	CG34015	2.967
NM_001038760	Axs	0.732
NM_001038763	CG8188	2.901
NM_001038765	tgy	3.740
NM_001038766	CG32529	3.003
NM_001038770	Cp110	-0.539
NM_001038771	fog	0.675
NM_001038772	CG4822	0.823
NM_001038773	CG4822	0.782
NM_001038774	CG4822	0.891
NM_001038775	CG4822	0.965
NM_001038776	CG3164	7.622
NM_001038778	CG3662	5.853
NM_001038780	capt	7.066
NM_001038781	capt	6.420
NM_001038784	Jon25Bi	9.231
NM_001038785	CG31919	4.549
NM_001038786	CG33995	4.603
NM_001038787	CG33995	4.550
NM_001038788	CG33995	4.569
NM_001038793	CG7224	1.192
NM_001038795	mon2	3.663
NM_001038796	RpS13	9.136
NM_001038802	RpL13	8.697
NM_001038810	porin	6.706
NM_001038811	CG14946	0.439
NM_001038812	vir-1	2.571
NM_001038814	loqs	2.050
NM_001038817	smi35A	2.755
NM_001038818	smi35A	2.764
NM_001038821	yuri	1.646
NM_001038822	yuri	2.282
NM_001038823	yuri	1.874
NM_001038824	Pax	5.179
NM_001038825	CG10462	3.502
NM_001038826	CG10462	3.423
NM_001038842	CG2201	5.035
NM_001038843	CG2201	5.199
NM_001038847	Gapdh1	6.372
NM_001038849	RanBPM	4.291
NM_001038850	CG9027	2.773
NM_001038852	CG33964	1.151
NM_001038854	NAT1	5.289
NM_001038855	cnn	0.847
NM_001038856	Ih	0.498
NM_001038857	Ih	1.858
NM_001038858	Ih	0.864
NM_001038859	Ih	0.849
NM_001038865	CG33981	3.140
NM_001038866	CG33981	3.172
NM_001038868	CG34005	3.903
NM_001038872	CG34045	1.278
NM_001038874	CG34040	1.969
NM_001038877	CG13516	2.980
NM_001038882	CG4622	2.049
NM_001038884	Atf-2	1.733
NM_001038885	Tina-1	4.472
NM_001038890	CG34056	2.065
NM_001038894	CG33965	2.858
NM_001038895	CG33966	4.984
NM_001038900	CG11583	2.740
NM_001038908	CG33205	4.708
NM_001038909	CG33205	4.539
NM_001038913	CG10973	3.902
NM_001038916	Spt20	0.384
NM_001038917	nuf	3.496
NM_001038918	nuf	3.664
NM_001038919	nuf	3.455
NM_001038920	nuf	3.214
NM_001038921	nuf	3.560
NM_001038922	nuf	2.913
NM_001038923	CG34039	1.887
NM_001038924	Trl	1.688
NM_001038925	Trl	2.790
NM_001038926	Trl	2.106
NM_001038927	CG7255	4.020
NM_001038938	CG33258	5.750
NM_001038944	Deaf1	2.492
NM_001038945	CG33969	2.439
NM_001038946	CG33969	2.350
NM_001038952	Glut4EF	3.703
NM_001038953	GstD1	9.287
NM_001038962	CG33977	4.271
NM_001038966	kibra	1.971
NM_001038968	mtSSB	3.455
NM_001038969	ema	2.865
NM_001038976	hh	4.746
NM_001038977	Saf-B	3.425
NM_001038981	CG33970	3.506
NM_001038982	CG33970	3.394
NM_001038984	CG12877	2.172
NM_001038986	Pglym78	6.026
NM_001038987	Pglym78	6.017
NM_001042788	vnd	3.256
NM_001042789	CG13366	3.122
NM_001042791	CG42259	1.807
NM_001042793	phl	2.432
NM_001042794	sgg	3.768
NM_001042796	rg	2.292
NM_001042797	CG12541	1.466
NM_001042798	sdt	3.353
NM_001042800	CG32699	3.293
NM_001042801	CG34104	2.238
NM_001042802	CG34104	1.706
NM_001042803	Imp	0.573
NM_001042804	Myo10A	-1.509
NM_001042811	Lsd-2	6.416
NM_001042812	Lsd-2	6.239
NM_001042813	shi	4.348
NM_001042814	shi	4.352
NM_001042817	RhoGAP15B	4.697
NM_001042818	baz	2.493
NM_001042822	CG34120	2.194
NM_001042846	CG40486	2.365
NM_001042847	CG40486	2.919
NM_001042851	stnA	-1.942
NM_001042852	stnA	-1.931
NM_001042853	stnB	-1.942
NM_001042854	stnB	-1.931
NM_001042855	FucTC	3.696
NM_001042856	Rab21	4.523
NM_001042857	Rab21	4.329
NM_001042858	CG13865	3.966
NM_001042859	CG13865	3.262
NM_001042862	CG7337	3.085
NM_001042863	CG7337	3.584
NM_001042864	toc	1.961
NM_001042867	jet	1.826
NM_001042869	CG34125	2.872
NM_001042870	CG34126	2.507
NM_001042873	pgant5	3.159
NM_001042876	homer	3.044
NM_001042877	Mnn1	1.339
NM_001042878	CG13784	3.795
NM_001042879	CG34132	3.437
NM_001042881	CG8486	-0.680
NM_001042884	CG32982	4.968
NM_001042885	CG5850	2.035
NM_001042886	CG34109	1.177
NM_001042888	l(2)06225	6.695
NM_001042889	l(2)06225	6.176
NM_001042891	bru-2	4.703
NM_001042892	bun	4.491
NM_001042893	bun	5.234
NM_001042894	bun	4.249
NM_001042895	CG31731	3.077
NM_001042897	mol	-0.349
NM_001042898	mol	-0.024
NM_001042899	mol	-0.072
NM_001042901	CLIP-190	4.695
NM_001042902	CLIP-190	4.613
NM_001042909	CG31619	-0.113
NM_001042910	step	3.650
NM_001042922	RpL5	10.138
NM_001042923	RpL5	10.219
NM_001042927	CG17490	0.989
NM_001042928	CG17490	0.932
NM_001042929	CG17490	1.809
NM_001042930	CG17490	2.208
NM_001042931	CG17493	3.987
NM_001042932	CG17494	3.268
NM_001042934	CG17494	3.257
NM_001042938	CG40439	4.984
NM_001042939	CG40439	4.863
NM_001042942	CG17715	3.242
NM_001042943	CG17715	1.878
NM_001042944	CG17715	3.329
NM_001042945	CG17715	1.600
NM_001042946	CG17715	3.345
NM_001042947	CG17715	3.298
NM_001042950	lt	3.138
NM_001042951	lt	3.172
NM_001042952	lt	3.177
NM_001042956	cta	2.059
NM_001042959	Spf45	4.065
NM_001042960	Spf45	4.019
NM_001042961	Spf45	4.033
NM_001042962	CG17683	4.639
NM_001042963	CG17683	4.767
NM_001042964	CG17683	4.260
NM_001042965	CG17683	4.633
NM_001042968	CG40127	7.649
NM_001042972	IntS3	3.172
NM_001042973	Gprk1	3.112
NM_001042975	RpL38	9.004
NM_001042977	Stlk	2.523
NM_001042979	p120ctn	3.003
NM_001042981	CG17486	4.044
NM_001042983	CG17883	4.259
NM_001042984	CG17883	4.160
NM_001042986	Nipped-B	2.775
NM_001042987	Nipped-B	2.770
NM_001042989	CG17082	3.813
NM_001042990	CG17082	3.838
NM_001042991	CG17082	3.896
NM_001042992	CG17082	3.847
NM_001042993	CG17082	3.729
NM_001042995	CG12547	3.663
NM_001042997	CG17528	2.891
NM_001042998	CG17528	3.678
NM_001043001	CG14464	3.924
NM_001043005	CG3107	3.718
NM_001043009	l(2)01289	1.547
NM_001043010	l(2)01289	1.449
NM_001043011	Dscam	0.941
NM_001043012	Dscam	0.929
NM_001043013	Dscam	0.936
NM_001043014	Dscam	0.944
NM_001043015	Dscam	0.945
NM_001043016	Dscam	0.926
NM_001043017	Dscam	0.922
NM_001043018	Dscam	0.944
NM_001043019	Dscam	0.922
NM_001043020	Dscam	0.959
NM_001043021	Dscam	0.943
NM_001043022	Dscam	0.951
NM_001043023	Dscam	0.942
NM_001043024	Dscam	0.932
NM_001043025	Dscam	0.926
NM_001043026	Dscam	0.924
NM_001043027	Dscam	0.922
NM_001043028	Dscam	0.946
NM_001043029	Dscam	0.931
NM_001043030	Dscam	0.926
NM_001043032	Dscam	0.948
NM_001043033	Dscam	0.936
NM_001043034	Dscam	0.926
NM_001043035	Dscam	0.923
NM_001043036	Dscam	0.947
NM_001043037	Dscam	0.943
NM_001043038	Dscam	0.920
NM_001043039	Dscam	0.922
NM_001043040	Dscam	0.924
NM_001043041	Dscam	0.926
NM_001043044	Dscam	0.955
NM_001043045	Dscam	0.923
NM_001043047	Dscam	0.951
NM_001043048	Dscam	0.949
NM_001043049	Dscam	0.931
NM_001043050	Dscam	0.926
NM_001043051	Dscam	0.946
NM_001043052	Dscam	0.946
NM_001043053	Dscam	0.928
NM_001043055	Dscam	0.936
NM_001043056	Dscam	0.942
NM_001043057	Dscam	0.955
NM_001043058	Dscam	0.954
NM_001043059	Dscam	0.926
NM_001043060	Dscam	0.935
NM_001043061	Dscam	0.948
NM_001043062	Dscam	0.929
NM_001043063	Dscam	0.944
NM_001043064	Dscam	0.949
NM_001043068	CG8170	1.668
NM_001043069	CG34141	0.697
NM_001043071	CG9027	4.844
NM_001043076	aPKC	5.369
NM_001043077	aPKC	4.956
NM_001043078	aPKC	5.637
NM_001043079	aPKC	5.478
NM_001043080	aPKC	4.730
NM_001043082	chn	-0.437
NM_001043083	trpm	2.889
NM_001043084	trpm	3.222
NM_001043085	trpm	2.986
NM_001043086	Zasp52	4.204
NM_001043087	mRpL34	3.210
NM_001043088	Spn53F	1.835
NM_001043090	Hsf	3.771
NM_001043091	Hsf	3.812
NM_001043092	Hsf	3.854
NM_001043095	Mctp	1.357
NM_001043097	hrg	3.690
NM_001043098	otp	-0.269
NM_001043100	CG15661	1.041
NM_001043103	yki	4.168
NM_001043106	CG9380	6.782
NM_001043107	Mkp	3.363
NM_001043108	Mkp	3.356
NM_001043109	CG34140	3.363
NM_001043111	klar	4.287
NM_001043112	zormin	1.963
NM_001043113	zormin	1.753
NM_001043114	zormin	2.122
NM_001043116	Eip63E	4.371
NM_001043117	Eip63E	4.315
NM_001043118	Eip63E	4.163
NM_001043119	Eip63E	4.254
NM_001043120	Eip63E	4.150
NM_001043121	Eip63E	3.463
NM_001043122	BG642312	2.753
NM_001043128	Snmp2	2.705
NM_001043129	Ect4	5.640
NM_001043132	CG3689	4.017
NM_001043135	CG5946	4.704
NM_001043136	CG5946	4.877
NM_001043139	caps	4.207
NM_001043140	CG33260	1.533
NM_001043141	CG17839	1.897
NM_001043142	CG7255	4.096
NM_001043143	CG7255	3.697
NM_001043151	CG34116	1.413
NM_001043152	Papss	3.560
NM_001043153	siz	4.304
NM_001043154	mub	2.880
NM_001043156	nrm	1.103
NM_001043167	CG17698	1.909
NM_001043168	CG17698	1.880
NM_001043169	CG17698	1.980
NM_001043175	CG40045	5.587
NM_001043186	mRpS5	4.148
NM_001043187	mRpS5	5.709
NM_001043188	mRpS5	5.726
NM_001043195	CG1103	1.211
NM_001043199	CG34112	3.855
NM_001043211	Cdep	4.441
NM_001043213	l(3)82Fd	4.775
NM_001043214	l(3)82Fd	4.918
NM_001043218	CG42724	2.682
NM_001043219	CG1041	3.363
NM_001043221	mtg	-0.122
NM_001043222	Poxm	4.599
NM_001043223	CG34135	1.768
NM_001043224	CG34135	1.119
NM_001043225	CG34117	2.675
NM_001043226	ps	4.149
NM_001043227	ps	4.071
NM_001043230	ps	4.185
NM_001043232	ps	4.224
NM_001043234	Whamy	6.578
NM_001043235	CG12814	2.177
NM_001043241	CG42327	3.453
NM_001043243	l(3)neo38	1.729
NM_001043244	l(3)neo38	1.281
NM_001043247	tefu	-1.342
NM_001043250	Mhcl	2.232
NM_001043251	Mhcl	2.152
NM_001043252	CG10405	3.205
NM_001043255	Dhfr	2.841
NM_001043256	Dys	3.354
NM_001043257	Dys	2.790
NM_001043258	Dys	2.641
NM_001043259	Dys	2.931
NM_001043260	Dys	3.314
NM_001043261	Dys	2.884
NM_001043262	Dys	3.716
NM_001043263	Dys	2.639
NM_001043268	GluRIIE	-0.321
NM_001043269	CG17271	4.339
NM_001043271	SNF4Agamma	5.108
NM_001043272	SNF4Agamma	4.668
NM_001043273	SNF4Agamma	4.438
NM_001043274	SNF4Agamma	4.948
NM_001043275	CG7956	1.991
NM_001043277	SKIP	-0.770
NM_001043279	muted	4.249
NM_001043281	wge	2.884
NM_001043286	crb	2.833
NM_001043287	CG13624	3.204
NM_001043288	CG13624	3.147
NM_001043289	mld	-0.502
NM_001043290	mld	-0.487
NM_001043291	CG34150	2.452
NM_001043296	scrib	4.965
NM_001043298	Doa	3.573
NM_001043299	Doa	4.571
NM_001043300	Doa	4.442
NM_001043301	Cnx99A	5.152
NM_001043302	Cnx99A	5.182
NM_001043307	CG34133	4.305
NM_001043308	CG34133	4.336
NM_001043309	CG42558	3.016
NM_001103379	CG32000	3.829
NM_001103382	eIF4G	4.951
NM_001103385	RhoGAP1A	4.582
NM_001103386	RhoGAP1A	4.586
NM_001103389	fz3	1.580
NM_001103392	CG3655	2.995
NM_001103394	futsch	-0.930
NM_001103398	boi	-2.426
NM_001103399	trol	2.668
NM_001103400	sgg	3.600
NM_001103403	tlk	2.181
NM_001103407	ec	-1.215
NM_001103410	CG4068	1.080
NM_001103411	CG4068	1.008
NM_001103412	CG4068	1.046
NM_001103413	Rnp4F	2.618
NM_001103414	Rnp4F	2.714
NM_001103419	Ca-alpha1T	-0.947
NM_001103422	CG34417	3.944
NM_001103423	CG34417	3.300
NM_001103425	CG34417	3.312
NM_001103426	CG34417	2.603
NM_001103427	pod1	3.843
NM_001103435	Trf2	0.659
NM_001103436	CG1440	4.056
NM_001103437	CG1440	4.025
NM_001103438	CG33181	4.336
NM_001103440	CG33181	4.097
NM_001103441	CG33181	3.921
NM_001103442	CG33181	3.991
NM_001103443	Trf4-1	1.817
NM_001103444	Trf4-1	1.047
NM_001103448	AP-1gamma	4.485
NM_001103451	CG34449	2.744
NM_001103452	CG34449	2.883
NM_001103454	Megalin	-0.097
NM_001103456	Megalin	0.215
NM_001103466	CG15309	1.554
NM_001103468	CG34408	2.352
NM_001103471	spri	0.939
NM_001103474	spri	1.066
NM_001103475	CG15211	6.593
NM_001103476	CG15211	6.624
NM_001103477	CG15211	6.550
NM_001103480	Kap3	1.672
NM_001103481	Kap3	1.700
NM_001103482	Kap3	1.685
NM_001103483	Kap3	1.709
NM_001103484	CG34348	2.633
NM_001103485	dlg1	2.322
NM_001103486	dlg1	2.177
NM_001103493	Sec16	2.868
NM_001103494	Sec16	2.214
NM_001103496	CG34411	-0.162
NM_001103497	sno	1.578
NM_001103498	sno	1.460
NM_001103499	IP3K2	2.159
NM_001103502	CG34324	11.271
NM_001103503	Tango13	2.066
NM_001103504	NFAT	0.818
NM_001103507	CG10990	3.965
NM_001103510	l(1)G0469	4.211
NM_001103513	rab3-GEF	-1.386
NM_001103517	CG17209	3.168
NM_001103518	CG32581	3.196
NM_001103519	sd	3.793
NM_001103520	sd	3.812
NM_001103521	sd	3.939
NM_001103522	sd	3.847
NM_001103523	Chc	6.086
NM_001103524	Chc	6.110
NM_001103526	CG3632	3.668
NM_001103527	CG3632	3.639
NM_001103528	CG3632	3.643
NM_001103529	CG3632	3.638
NM_001103530	CG9915	2.964
NM_001103531	Arp14D	6.105
NM_001103532	Nup153	2.708
NM_001103533	CG34325	4.248
NM_001103534	CG4829	2.541
NM_001103535	CG4829	2.571
NM_001103536	CG13004	2.114
NM_001103538	CG8949	3.249
NM_001103539	Arpc3B	5.996
NM_001103542	CG42684	2.223
NM_001103544	upd3	3.669
NM_001103546	CrebB-17A	4.314
NM_001103547	CrebB-17A	3.708
NM_001103548	CrebB-17A	3.702
NM_001103557	CG7378	2.819
NM_001103558	CG34329	9.648
NM_001103559	CG34330	8.652
NM_001103560	vav	2.006
NM_001103570	Ntf-2	2.855
NM_001103571	l(1)G0196	3.157
NM_001103576	CG3625	5.039
NM_001103577	Ets21C	4.481
NM_001103580	CG7337	3.479
NM_001103581	CG7337	3.642
NM_001103582	CG4238	0.504
NM_001103583	CG4238	0.455
NM_001103587	CG34174	1.489
NM_001103588	CG15387	2.540
NM_001103594	toc	2.564
NM_001103598	CG34394	4.979
NM_001103599	CG34394	5.101
NM_001103601	CG34394	4.999
NM_001103604	CG12795	3.500
NM_001103606	CG34176	7.966
NM_001103607	CG3714	2.929
NM_001103608	Atet	2.254
NM_001103609	Atet	2.455
NM_001103610	Traf4	0.726
