transcript_name	Gene_name	RAL-280-Unchallenged
NM_001014611	bocksbeutel	3.236
NM_001014612	CG8481	4.029
NM_001014613	hth	0.507
NM_001014614	pug	3.319
NM_001014617	CtBP	4.198
NM_001014619	B52	5.579
NM_001014621	trx	0.160
NM_001014623	btsz	2.117
NM_001014624	btsz	1.502
NM_001014625	btsz	1.395
NM_001014626	gish	4.045
NM_001014627	gish	4.385
NM_001014628	gish	3.513
NM_001014629	Dad	2.711
NM_001014631	cpo	-0.274
NM_001014632	cpo	1.004
NM_001014633	Rpb4	3.388
NM_001014634	Rpb4	2.538
NM_001014635	Rpb4	2.484
NM_001014636	Rpb4	2.446
NM_001014637	Rpb4	2.577
NM_001014643	Stat92E	5.651
NM_001014644	CG7956	1.166
NM_001014646	CG33111	2.704
NM_001014647	jar	4.602
NM_001014648	jar	4.630
NM_001014649	jar	4.304
NM_001014650	jar	4.543
NM_001014651	slo	2.616
NM_001014652	slo	2.612
NM_001014653	slo	2.651
NM_001014654	slo	2.672
NM_001014655	slo	2.653
NM_001014656	slo	2.682
NM_001014657	slo	2.689
NM_001014658	slo	2.725
NM_001014659	slo	2.677
NM_001014660	slo	2.654
NM_001014661	slo	2.608
NM_001014662	slo	2.715
NM_001014663	slo	2.654
NM_001014664	slo	2.649
NM_001014665	Ssadh	5.593
NM_001014666	Ssadh	5.609
NM_001014667	Ssadh	5.599
NM_001014668	Nf1	0.066
NM_001014669	scrib	2.643
NM_001014670	scrib	2.693
NM_001014671	Rb97D	2.477
NM_001014672	Rb97D	2.258
NM_001014673	Rb97D	2.479
NM_001014674	Rb97D	2.446
NM_001014675	Rb97D	2.461
NM_001014676	Rb97D	2.506
NM_001014677	Rb97D	2.448
NM_001014678	Doa	3.398
NM_001014679	Doa	3.423
NM_001014680	Doa	3.818
NM_001014681	Doa	2.472
NM_001014682	Doa	3.901
NM_001014684	Mgat2	1.241
NM_001014685	pan	1.666
NM_001014687	PMCA	4.380
NM_001014688	PMCA	4.493
NM_001014689	PMCA	4.606
NM_001014691	gw	4.119
NM_001014696	CaMKII	3.520
NM_001014702	CG33521	3.355
NM_001014703	CG33521	3.516
NM_001014705	CG33521	3.484
NM_001014707	ewg	1.463
NM_001014708	ewg	1.469
NM_001014709	ewg	1.312
NM_001014710	ewg	1.279
NM_001014711	ewg	1.316
NM_001014712	ewg	1.383
NM_001014720	norpA	0.696
NM_001014721	norpA	1.472
NM_001014722	peb	2.960
NM_001014723	Proc-R	1.174
NM_001014724	Proc-R	1.282
NM_001014725	Act5C	9.586
NM_001014726	Act5C	9.378
NM_001014728	l(1)G0232	2.160
NM_001014729	l(1)G0232	3.191
NM_001014731	CkIIbeta	4.787
NM_001014736	HDAC4	1.448
NM_001014737	up	7.323
NM_001014738	up	7.337
NM_001014739	up	7.390
NM_001014740	rdgB	1.128
NM_001014741	rdgB	1.833
NM_001014742	Top1	2.960
NM_001014745	Ac13E	1.820
NM_001014746	CG32576	3.852
NM_001014747	nonA	2.335
NM_001014750	mnb	1.053
NM_001014752	CoRest	2.401
NM_001014753	CoRest	2.392
NM_001014754	CoRest	0.855
NM_001014755	CoRest	0.545
NM_001014756	CoRest	0.839
NM_001031858	Caps	0.086
NM_001031859	Caps	0.019
NM_001031860	Caps	-0.067
NM_001031861	tyn	-0.539
NM_001031862	trol	2.639
NM_001031863	trol	2.651
NM_001031864	trol	2.779
NM_001031865	trol	1.939
NM_001031866	trol	2.691
NM_001031867	trol	2.886
NM_001031869	CG15892	2.707
NM_001031877	CG3192	5.724
NM_001031878	Pink1	5.084
NM_001031879	Pink1	5.051
NM_001031880	Pink1	5.091
NM_001031881	Pink1	5.079
NM_001031882	Pink1	5.102
NM_001031883	Pink1	5.087
NM_001031887	CG33691	1.223
NM_001031888	CG33691	1.454
NM_001031889	CG33691	1.238
NM_001031891	Sxl	3.393
NM_001031892	Sxl	2.539
NM_001031893	Sxl	3.948
NM_001031894	Sxl	3.199
NM_001031895	Sxl	2.962
NM_001031897	mei-218	-0.957
NM_001031898	mei-217	-0.957
NM_001031900	Shawn	2.930
NM_001031901	Shawn	1.860
NM_001031902	Shawn	1.893
NM_001031903	Tim9b	2.705
NM_001031904	Tim9b	2.379
NM_001031907	Rpp20	3.979
NM_001031908	CG33932	3.979
NM_001031912	CG33714	5.219
NM_001031913	CG33714	5.178
NM_001031914	CG33713	5.178
NM_001031915	CG33713	5.219
NM_001031916	bbx	3.294
NM_001031917	bbx	2.748
NM_001031918	waw	2.767
NM_001031933	CG33232	4.533
NM_001031938	Pmi	2.089
NM_001031939	Pmi	2.469
NM_001031940	PGRP-LD	2.111
NM_001031941	PGRP-LD	2.469
NM_001031942	PGRP-LD	2.393
NM_001031943	Hsp22	5.146
NM_001031944	Hsp22	4.213
NM_001031945	Hsp67Bb	4.213
NM_001031947	CG33926	2.547
NM_001031964	AlCR2	0.047
NM_001031967	kug	0.772
NM_001031977	l(3)82Fd	4.649
NM_001031978	l(3)82Fd	4.896
NM_001031980	Ada2b	2.722
NM_001031981	CG33722	2.262
NM_001031982	CG33722	3.267
NM_001031983	CG18749	2.262
NM_001031984	Pif1B	4.148
NM_001031985	Pif1B	3.808
NM_001031986	Pif1A	2.120
NM_001031987	Pif1A	3.808
NM_001031989	CG33936	5.166
NM_001031990	CG33936	4.849
NM_001031991	CG33936	5.674
NM_001031999	hth	0.524
NM_001032004	sea	6.141
NM_001032005	sea	7.537
NM_001032006	sea	6.300
NM_001032007	sea	6.280
NM_001032008	fabp	7.537
NM_001032009	fabp	9.089
NM_001032010	fabp	8.331
NM_001032012	CG10096	4.902
NM_001032015	primo-1	5.422
NM_001032016	primo-1	4.238
NM_001032017	primo-2	4.238
NM_001032019	srp	-0.478
NM_001032020	Prx5	5.926
NM_001032021	gukh	0.416
NM_001032032	how	1.605
NM_001032033	Myo95E	0.665
NM_001032035	Myo95E	0.354
NM_001032036	Myo95E	0.660
NM_001032037	Myo95E	0.312
NM_001032039	CG33095	2.361
NM_001032040	CG11891	6.502
NM_001032044	CG33635	2.392
NM_001032048	GlyP	5.328
NM_001032049	l(2)s5379	5.013
NM_001032050	CG9960	3.329
NM_001032054	Pp2A-29B	5.453
NM_001032055	Pp2A-29B	5.451
NM_001032056	Pp2A-29B	5.444
NM_001032059	mus201	-0.254
NM_001032060	mus201	0.492
NM_001032061	mus201	-0.285
NM_001032062	CG9515	4.117
NM_001032063	CG9510	4.799
NM_001032065	CG17768	3.043
NM_001032066	LSm-4	3.043
NM_001032073	Nos	0.293
NM_001032076	cana	2.676
NM_001032077	CG33695	1.547
NM_001032078	CG33695	1.502
NM_001032079	CG33695	1.406
NM_001032081	CG33695	1.446
NM_001032091	DNApol-gamma35	2.597
NM_001032092	CG33649	2.607
NM_001032095	Adh	8.806
NM_001032096	Adh	8.492
NM_001032097	Adh	7.788
NM_001032098	Adh	7.852
NM_001032099	Adh	8.780
NM_001032101	Adhr	7.788
NM_001032110	spi	3.952
NM_001032217	Df31	4.753
NM_001032223	CG33914	-0.264
NM_001032224	Spn43Ab	4.527
NM_001032225	CG33774	4.510
NM_001032229	lola	2.637
NM_001032231	CG18003	1.986
NM_001032232	CG11919	1.986
NM_001032236	Dyb	2.611
NM_001032237	Dyb	2.621
NM_001032241	CG33671	3.472
NM_001032242	CG33672	3.472
NM_001032244	seq	0.611
NM_001032246	CG33155	4.462
NM_001032247	CG33155	5.015
NM_001032248	CG33155	4.847
NM_001032249	Zasp52	3.082
NM_001032250	Zasp52	4.148
NM_001032251	CG10731	1.635
NM_001032268	sm	0.318
NM_001032269	sm	0.243
NM_001032270	CG13430	1.666
NM_001032271	CG13430	1.736
NM_001032272	CG33785	3.005
NM_001032273	CG33786	3.005
NM_001032401	cp309	1.829
NM_001032402	cp309	0.733
NM_001032403	Neu3	2.215
NM_001032404	Neu3	1.341
NM_001032405	kay	4.376
NM_001032406	kay	4.900
NM_001032407	kay	4.718
NM_001032408	kay	4.706
NM_001038712	CG33978	-0.241
NM_001038713	RhoGAP102A	-0.329
NM_001038714	PMCA	4.581
NM_001038716	CG17471	4.789
NM_001038717	CG17471	4.772
NM_001038718	Mitf	4.293
NM_001038719	Mitf	3.973
NM_001038721	Dyrk3	3.029
NM_001038723	Dyrk3	3.057
NM_001038725	Dyrk3	2.824
NM_001038726	tyn	-0.517
NM_001038727	CG4293	1.778
NM_001038728	CG4293	2.059
NM_001038729	skpA	5.903
NM_001038731	pck	2.647
NM_001038732	Adar	1.534
NM_001038733	CG32803	2.627
NM_001038736	CG3091	5.422
NM_001038738	z	2.127
NM_001038739	mit(1)15	2.057
NM_001038746	sdt	0.674
NM_001038747	sdt	1.591
NM_001038750	CG34026	7.476
NM_001038752	Yippee	4.641
NM_001038753	CG11103	3.132
NM_001038755	CG14408	0.956
NM_001038756	drd	3.086
NM_001038757	Grip128	0.078
NM_001038758	disco	-0.029
NM_001038759	CG34015	3.716
NM_001038760	Axs	1.572
NM_001038763	CG8188	2.958
NM_001038765	tgy	3.612
NM_001038766	CG32529	1.483
NM_001038770	Cp110	-0.339
NM_001038771	fog	1.525
NM_001038772	CG4822	0.676
NM_001038773	CG4822	0.618
NM_001038774	CG4822	0.782
NM_001038775	CG4822	0.845
NM_001038776	CG3164	6.505
NM_001038778	CG3662	6.996
NM_001038780	capt	6.013
NM_001038781	capt	5.381
NM_001038784	Jon25Bi	10.873
NM_001038785	CG31919	4.544
NM_001038786	CG33995	4.575
NM_001038787	CG33995	4.544
NM_001038788	CG33995	4.564
NM_001038793	CG7224	2.656
NM_001038795	mon2	2.702
NM_001038796	RpS13	10.181
NM_001038802	RpL13	9.708
NM_001038810	porin	6.791
NM_001038811	CG14946	1.018
NM_001038812	vir-1	2.978
NM_001038814	loqs	2.485
NM_001038817	smi35A	2.025
NM_001038818	smi35A	2.029
NM_001038821	yuri	1.308
NM_001038822	yuri	1.904
NM_001038823	yuri	1.654
NM_001038824	Pax	4.741
NM_001038825	CG10462	3.660
NM_001038826	CG10462	3.564
NM_001038842	CG2201	3.113
NM_001038843	CG2201	3.376
NM_001038847	Gapdh1	7.081
NM_001038849	RanBPM	4.073
NM_001038850	CG9027	3.178
NM_001038852	CG33964	3.250
NM_001038854	NAT1	4.405
NM_001038855	cnn	0.366
NM_001038856	Ih	0.834
NM_001038857	Ih	2.213
NM_001038858	Ih	1.220
NM_001038859	Ih	1.205
NM_001038865	CG33981	2.593
NM_001038866	CG33981	2.466
NM_001038868	CG34005	1.564
NM_001038872	CG34045	2.517
NM_001038874	CG34040	7.376
NM_001038877	CG13516	2.370
NM_001038882	CG4622	1.321
NM_001038884	Atf-2	1.856
NM_001038885	Tina-1	6.207
NM_001038890	CG34056	0.924
NM_001038894	CG33965	3.147
NM_001038895	CG33966	5.306
NM_001038900	CG11583	3.331
NM_001038908	CG33205	5.384
NM_001038909	CG33205	5.267
NM_001038913	CG10973	3.694
NM_001038916	Spt20	0.381
NM_001038917	nuf	3.492
NM_001038918	nuf	3.779
NM_001038919	nuf	3.440
NM_001038920	nuf	3.330
NM_001038921	nuf	3.694
NM_001038922	nuf	2.752
NM_001038923	CG34039	2.568
NM_001038924	Trl	1.758
NM_001038925	Trl	2.817
NM_001038926	Trl	2.271
NM_001038927	CG7255	2.879
NM_001038938	CG33258	6.647
NM_001038944	Deaf1	2.291
NM_001038945	CG33969	2.432
NM_001038946	CG33969	2.387
NM_001038952	Glut4EF	0.876
NM_001038953	GstD1	8.868
NM_001038962	CG33977	4.289
NM_001038966	kibra	0.929
NM_001038968	mtSSB	4.301
NM_001038969	ema	2.447
NM_001038976	hh	0.879
NM_001038977	Saf-B	3.011
NM_001038981	CG33970	4.260
NM_001038982	CG33970	3.943
NM_001038984	CG12877	1.802
NM_001038986	Pglym78	6.911
NM_001038987	Pglym78	6.897
NM_001042788	vnd	4.134
NM_001042789	CG13366	2.543
NM_001042791	CG42259	2.301
NM_001042793	phl	2.133
NM_001042794	sgg	2.970
NM_001042796	rg	1.669
NM_001042797	CG12541	1.099
NM_001042798	sdt	1.695
NM_001042800	CG32699	3.003
NM_001042801	CG34104	-0.271
NM_001042802	CG34104	-0.658
NM_001042803	Imp	-0.241
NM_001042804	Myo10A	-1.163
NM_001042811	Lsd-2	7.062
NM_001042812	Lsd-2	6.909
NM_001042813	shi	3.058
NM_001042814	shi	3.065
NM_001042817	RhoGAP15B	2.558
NM_001042818	baz	0.654
NM_001042822	CG34120	2.816
NM_001042846	CG40486	2.410
NM_001042847	CG40486	2.858
NM_001042851	stnA	-1.619
NM_001042852	stnA	-1.642
NM_001042853	stnB	-1.619
NM_001042854	stnB	-1.642
NM_001042855	FucTC	2.536
NM_001042856	Rab21	3.623
NM_001042857	Rab21	3.426
NM_001042858	CG13865	4.585
NM_001042859	CG13865	3.788
NM_001042862	CG7337	2.384
NM_001042863	CG7337	2.874
NM_001042864	toc	2.155
NM_001042867	jet	2.537
NM_001042869	CG34125	2.797
NM_001042870	CG34126	1.790
NM_001042873	pgant5	2.801
NM_001042876	homer	2.876
NM_001042877	Mnn1	1.955
NM_001042878	CG13784	4.159
NM_001042879	CG34132	4.226
NM_001042881	CG8486	-0.386
NM_001042884	CG32982	2.027
NM_001042885	CG5850	2.722
NM_001042886	CG34109	1.665
NM_001042888	l(2)06225	7.750
NM_001042889	l(2)06225	7.216
NM_001042891	bru-2	3.969
NM_001042892	bun	4.030
NM_001042893	bun	4.981
NM_001042894	bun	3.781
NM_001042895	CG31731	2.881
NM_001042897	mol	0.128
NM_001042898	mol	0.423
NM_001042899	mol	0.586
NM_001042901	CLIP-190	5.189
NM_001042902	CLIP-190	5.156
NM_001042909	CG31619	-0.158
NM_001042910	step	1.958
NM_001042922	RpL5	10.810
NM_001042923	RpL5	10.894
NM_001042927	CG17490	0.904
NM_001042928	CG17490	0.847
NM_001042929	CG17490	2.028
NM_001042930	CG17490	2.344
NM_001042931	CG17493	4.171
NM_001042932	CG17494	3.201
NM_001042934	CG17494	3.171
NM_001042938	CG40439	4.860
NM_001042939	CG40439	4.794
NM_001042942	CG17715	2.971
NM_001042943	CG17715	1.841
NM_001042944	CG17715	3.082
NM_001042945	CG17715	1.493
NM_001042946	CG17715	3.224
NM_001042947	CG17715	3.169
NM_001042950	lt	3.526
NM_001042951	lt	3.560
NM_001042952	lt	3.559
NM_001042956	cta	1.988
NM_001042959	Spf45	4.008
NM_001042960	Spf45	3.941
NM_001042961	Spf45	3.939
NM_001042962	CG17683	4.785
NM_001042963	CG17683	4.902
NM_001042964	CG17683	4.397
NM_001042965	CG17683	4.791
NM_001042968	CG40127	8.358
NM_001042972	IntS3	3.444
NM_001042973	Gprk1	3.323
NM_001042975	RpL38	9.978
NM_001042977	Stlk	3.192
NM_001042979	p120ctn	3.300
NM_001042981	CG17486	4.182
NM_001042983	CG17883	4.638
NM_001042984	CG17883	4.513
NM_001042986	Nipped-B	3.041
NM_001042987	Nipped-B	3.032
NM_001042989	CG17082	4.040
NM_001042990	CG17082	4.084
NM_001042991	CG17082	4.143
NM_001042992	CG17082	4.091
NM_001042993	CG17082	3.954
NM_001042995	CG12547	3.303
NM_001042997	CG17528	2.600
NM_001042998	CG17528	3.412
NM_001043001	CG14464	4.621
NM_001043005	CG3107	3.941
NM_001043009	l(2)01289	2.285
NM_001043010	l(2)01289	2.093
NM_001043011	Dscam	0.803
NM_001043012	Dscam	0.802
NM_001043013	Dscam	0.802
NM_001043014	Dscam	0.837
NM_001043015	Dscam	0.831
NM_001043016	Dscam	0.802
NM_001043017	Dscam	0.800
NM_001043018	Dscam	0.833
NM_001043019	Dscam	0.800
NM_001043020	Dscam	0.834
NM_001043021	Dscam	0.832
NM_001043022	Dscam	0.836
NM_001043023	Dscam	0.831
NM_001043024	Dscam	0.802
NM_001043025	Dscam	0.800
NM_001043026	Dscam	0.803
NM_001043027	Dscam	0.800
NM_001043028	Dscam	0.838
NM_001043029	Dscam	0.806
NM_001043030	Dscam	0.806
NM_001043032	Dscam	0.832
NM_001043033	Dscam	0.806
NM_001043034	Dscam	0.800
NM_001043035	Dscam	0.801
NM_001043036	Dscam	0.833
NM_001043037	Dscam	0.832
NM_001043038	Dscam	0.798
NM_001043039	Dscam	0.800
NM_001043040	Dscam	0.802
NM_001043041	Dscam	0.806
NM_001043044	Dscam	0.836
NM_001043045	Dscam	0.801
NM_001043047	Dscam	0.836
NM_001043048	Dscam	0.833
NM_001043049	Dscam	0.809
NM_001043050	Dscam	0.802
NM_001043051	Dscam	0.829
NM_001043052	Dscam	0.836
NM_001043053	Dscam	0.801
NM_001043055	Dscam	0.806
NM_001043056	Dscam	0.831
NM_001043057	Dscam	0.836
NM_001043058	Dscam	0.837
NM_001043059	Dscam	0.805
NM_001043060	Dscam	0.805
NM_001043061	Dscam	0.832
NM_001043062	Dscam	0.802
NM_001043063	Dscam	0.832
NM_001043064	Dscam	0.833
NM_001043068	CG8170	2.059
NM_001043069	CG34141	-0.373
NM_001043071	CG9027	5.299
NM_001043076	aPKC	3.458
NM_001043077	aPKC	3.024
NM_001043078	aPKC	3.631
NM_001043079	aPKC	3.413
NM_001043080	aPKC	2.773
NM_001043082	chn	-0.402
NM_001043083	trpm	1.567
NM_001043084	trpm	2.497
NM_001043085	trpm	1.651
NM_001043086	Zasp52	3.984
NM_001043087	mRpL34	3.814
NM_001043088	Spn53F	2.601
NM_001043090	Hsf	3.012
NM_001043091	Hsf	3.075
NM_001043092	Hsf	3.048
NM_001043095	Mctp	2.039
NM_001043097	hrg	3.102
NM_001043098	otp	0.868
NM_001043100	CG15661	2.818
NM_001043103	yki	4.334
NM_001043106	CG9380	5.860
NM_001043107	Mkp	3.759
NM_001043108	Mkp	3.926
NM_001043109	CG34140	3.761
NM_001043111	klar	3.440
NM_001043112	zormin	2.039
NM_001043113	zormin	1.468
NM_001043114	zormin	2.080
NM_001043116	Eip63E	2.592
NM_001043117	Eip63E	2.804
NM_001043118	Eip63E	2.649
NM_001043119	Eip63E	2.740
NM_001043120	Eip63E	2.635
NM_001043121	Eip63E	1.929
NM_001043122	BG642312	3.059
NM_001043128	Snmp2	2.582
NM_001043129	Ect4	5.142
NM_001043132	CG3689	3.845
NM_001043135	CG5946	4.829
NM_001043136	CG5946	5.008
NM_001043139	caps	3.433
NM_001043140	CG33260	0.565
NM_001043141	CG17839	1.601
NM_001043142	CG7255	3.047
NM_001043143	CG7255	2.115
NM_001043151	CG34116	0.745
NM_001043152	Papss	2.448
NM_001043153	siz	3.256
NM_001043154	mub	2.047
NM_001043156	nrm	1.761
NM_001043167	CG17698	2.621
NM_001043168	CG17698	2.391
NM_001043169	CG17698	2.478
NM_001043175	CG40045	6.184
NM_001043186	mRpS5	4.153
NM_001043187	mRpS5	5.619
NM_001043188	mRpS5	5.639
NM_001043195	CG1103	2.101
NM_001043199	CG34112	4.027
NM_001043211	Cdep	3.954
NM_001043213	l(3)82Fd	4.591
NM_001043214	l(3)82Fd	4.826
NM_001043218	CG42724	1.633
NM_001043219	CG1041	4.079
NM_001043221	mtg	0.400
NM_001043222	Poxm	5.552
NM_001043223	CG34135	1.708
NM_001043224	CG34135	0.386
NM_001043225	CG34117	3.855
NM_001043226	ps	4.140
NM_001043227	ps	3.674
NM_001043230	ps	3.793
NM_001043232	ps	3.996
NM_001043234	Whamy	5.412
NM_001043235	CG12814	2.851
NM_001043241	CG42327	2.652
NM_001043243	l(3)neo38	2.061
NM_001043244	l(3)neo38	1.320
NM_001043247	tefu	-0.456
NM_001043250	Mhcl	1.601
NM_001043251	Mhcl	1.648
NM_001043252	CG10405	2.611
NM_001043255	Dhfr	3.716
NM_001043256	Dys	2.992
NM_001043257	Dys	2.501
NM_001043258	Dys	2.126
NM_001043259	Dys	2.650
NM_001043260	Dys	3.211
NM_001043261	Dys	2.576
NM_001043262	Dys	3.636
NM_001043263	Dys	2.330
NM_001043268	GluRIIE	0.729
NM_001043269	CG17271	5.862
NM_001043271	SNF4Agamma	5.065
NM_001043272	SNF4Agamma	4.654
NM_001043273	SNF4Agamma	4.423
NM_001043274	SNF4Agamma	4.945
NM_001043275	CG7956	1.228
NM_001043277	SKIP	-0.038
NM_001043279	muted	4.387
NM_001043281	wge	1.688
NM_001043286	crb	1.552
NM_001043287	CG13624	1.995
NM_001043288	CG13624	1.944
NM_001043289	mld	-0.008
NM_001043290	mld	-0.007
NM_001043291	CG34150	3.537
NM_001043296	scrib	2.490
NM_001043298	Doa	2.811
NM_001043299	Doa	3.770
NM_001043300	Doa	3.525
NM_001043301	Cnx99A	5.458
NM_001043302	Cnx99A	5.307
NM_001043307	CG34133	2.233
NM_001043308	CG34133	2.222
NM_001043309	CG42558	3.416
NM_001103379	CG32000	4.456
NM_001103382	eIF4G	5.303
NM_001103385	RhoGAP1A	4.523
NM_001103386	RhoGAP1A	4.526
NM_001103389	fz3	2.652
NM_001103392	CG3655	1.997
NM_001103394	futsch	-4.592
NM_001103398	boi	-0.249
NM_001103399	trol	2.639
NM_001103400	sgg	2.845
NM_001103403	tlk	0.820
NM_001103407	ec	-1.102
NM_001103410	CG4068	0.575
NM_001103411	CG4068	0.502
NM_001103412	CG4068	0.545
NM_001103413	Rnp4F	2.495
NM_001103414	Rnp4F	2.630
NM_001103419	Ca-alpha1T	-1.298
NM_001103422	CG34417	3.417
NM_001103423	CG34417	2.989
NM_001103425	CG34417	3.000
NM_001103426	CG34417	2.056
NM_001103427	pod1	2.124
NM_001103435	Trf2	-0.321
NM_001103436	CG1440	4.040
NM_001103437	CG1440	4.006
NM_001103438	CG33181	4.403
NM_001103440	CG33181	4.366
NM_001103441	CG33181	3.991
NM_001103442	CG33181	4.009
NM_001103443	Trf4-1	1.495
NM_001103444	Trf4-1	0.730
NM_001103448	AP-1gamma	3.813
NM_001103451	CG34449	1.467
NM_001103452	CG34449	1.634
NM_001103454	Megalin	-0.403
NM_001103456	Megalin	-1.070
NM_001103466	CG15309	2.498
NM_001103468	CG34408	2.514
NM_001103471	spri	-0.547
NM_001103474	spri	0.659
NM_001103475	CG15211	5.323
NM_001103476	CG15211	5.332
NM_001103477	CG15211	5.279
NM_001103480	Kap3	1.556
NM_001103481	Kap3	1.588
NM_001103482	Kap3	1.568
NM_001103483	Kap3	1.581
NM_001103484	CG34348	2.791
NM_001103485	dlg1	2.225
NM_001103486	dlg1	2.090
NM_001103493	Sec16	2.493
NM_001103494	Sec16	1.285
NM_001103496	CG34411	0.236
NM_001103497	sno	0.682
NM_001103498	sno	0.559
NM_001103499	IP3K2	2.893
NM_001103502	CG34324	11.270
NM_001103503	Tango13	0.790
NM_001103504	NFAT	0.518
NM_001103507	CG10990	3.439
NM_001103510	l(1)G0469	3.002
NM_001103513	rab3-GEF	-1.169
NM_001103517	CG17209	2.316
NM_001103518	CG32581	3.657
NM_001103519	sd	2.880
NM_001103520	sd	2.943
NM_001103521	sd	3.079
NM_001103522	sd	2.981
NM_001103523	Chc	5.044
NM_001103524	Chc	5.071
NM_001103526	CG3632	2.972
NM_001103527	CG3632	2.947
NM_001103528	CG3632	2.943
NM_001103529	CG3632	2.937
NM_001103530	CG9915	3.080
NM_001103531	Arp14D	5.198
NM_001103532	Nup153	1.889
NM_001103533	CG34325	4.431
NM_001103534	CG4829	2.200
NM_001103535	CG4829	2.173
NM_001103536	CG13004	1.199
NM_001103538	CG8949	1.995
NM_001103539	Arpc3B	5.282
NM_001103542	CG42684	1.803
NM_001103544	upd3	-0.591
NM_001103546	CrebB-17A	2.928
NM_001103547	CrebB-17A	2.132
NM_001103548	CrebB-17A	2.097
NM_001103557	CG7378	2.966
NM_001103558	CG34329	10.366
NM_001103559	CG34330	10.121
NM_001103560	vav	1.590
NM_001103570	Ntf-2	3.089
NM_001103571	l(1)G0196	3.365
NM_001103576	CG3625	6.442
NM_001103577	Ets21C	-0.022
NM_001103580	CG7337	2.746
NM_001103581	CG7337	2.724
NM_001103582	CG4238	0.302
NM_001103583	CG4238	0.291
NM_001103587	CG34174	1.455
NM_001103588	CG15387	1.635
NM_001103594	toc	2.894
NM_001103598	CG34394	2.954
NM_001103599	CG34394	3.066
NM_001103601	CG34394	2.979
NM_001103604	CG12795	3.482
NM_001103606	CG34176	7.745
NM_001103607	CG3714	3.362
NM_001103608	Atet	1.696
NM_001103609	Atet	1.704
